[2025-12-02 09:15:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-01
正在获取论文...
[arXiv] 2025-12-01 | Generative Video Motion Editing with 3D Point Tracks
[arXiv] 2025-12-01 | CLIP-RL: Aligning Language and Policy Representations for Task Transfer in Reinforcement Learning
[arXiv] 2025-12-01 | The edge chromatic transformation index of graphs
[arXiv] 2025-12-01 | Agent-Kernel: A MicroKernel Multi-Agent System Framework for Adaptive Social Simulation Powered by LLMs
[arXiv] 2025-12-01 | Quantum computing applications in High Energy Physics: clustering, integration and generative models
[arXiv] 2025-12-01 | Confidential, Attestable, and Efficient Inter-CVM Communication with Arm CCA
[arXiv] 2025-12-01 | Toward Content-based Indexing and Retrieval of Head and Neck CT with Abscess Segmentation
[arXiv] 2025-12-01 | Manipulating fractional Shapiro steps in twisted cuprate Josephson junctions
[arXiv] 2025-12-01 | Spectroscopic and Decade-long Photometric Observations of the Contact Binary V2790 Ori: Evidence for a Brown Dwarf Companion and a Solar-like Magnetic Activity Cycle
[arXiv] 2025-12-01 | RoleMotion: A Large-Scale Dataset towards Robust Scene-Specific Role-Playing Motion Synthesis with Fine-grained Descriptions
[arXiv] 2025-12-01 | Real-Space Spectral Approach to Orbital Magnetization
[arXiv] 2025-12-01 | Reconstructing Multi-Scale Physical Fields from Extremely Sparse Measurements with an Autoencoder-Diffusion Cascade
[arXiv] 2025-12-01 | Augmentation and Bulk Edge Correspondence for one dimensional aperiodic tight binding operators
[arXiv] 2025-12-01 | Type IIP SN 2024bch: Hydrodynamic model, shock breakout, and circumstellar interaction
[arXiv] 2025-12-01 | NavForesee: A Unified Vision-Language World Model for Hierarchical Planning and Dual-Horizon Navigation Prediction
[arXiv] 2025-12-01 | Exact results and instabilities in the harmonic approximation of active crystals
[arXiv] 2025-12-01 | Velocity Averaging Lemmas: Classical, Quantum and Semi-Classical
[arXiv] 2025-12-01 | Feedback Integrators Revisited
[arXiv] 2025-12-01 | Cytoplasmic flow induced by a rotating wire in living cells: Magnetic rotational spectroscopy and finite element simulations
[arXiv] 2025-12-01 | Interatomic spin-orbit interaction in a $p$-orbital helical atomic chain
[arXiv] 2025-12-01 | Bayesian inferences on covariant density functionals from multimessenger astrophysical data: The influences of parametrizations of density dependent couplings
[arXiv] 2025-12-01 | A Generalization of Caffarelli's Contraction Theorem to Nearly Spherical Manifolds
[arXiv] 2025-12-01 | Snow cover over the Iberian mountains in km-scale global climate simulations: evaluation and projected changes
[arXiv] 2025-12-01 | Disorder Suppression of Charge Density Wave in the Honeycomb Holstein Model
[arXiv] 2025-12-01 | Multi-Path Collaborative Reasoning via Reinforcement Learning
[arXiv] 2025-12-01 | ChronosObserver: Taming 4D World with Hyperspace Diffusion Sampling
[arXiv] 2025-12-01 | Accretion of Generalized Chaplygin Gas onto Cosmologically Coupled Black Holes
[arXiv] 2025-12-01 | Forging a Developed India: Growth Imperatives, Fiscal Sustainability, and Multilateral Partnerships for Viksit Bharat 2047
[arXiv] 2025-12-01 | Probing the three-body force in hadronic systems with specific charge parity
[arXiv] 2025-12-01 | Differentiable Weightless Controllers: Learning Logic Circuits for Continuous Control
[arXiv] 2025-12-01 | Silver Alloyed Wide Bandgap (Ag,Cu)(In,Ga)S2 Thin Film Solar Cells With 15.5% Efficiency
[arXiv] 2025-12-01 | A new dual RF sensor in gas detection and humidity influence
[arXiv] 2025-12-01 | Tight bounds for expected propagation time of probabilistic zero forcing
[arXiv] 2025-12-01 | Masked Symbol Modeling for Demodulation of Oversampled Baseband Communication Signals in Impulsive Noise-Dominated Channels
[arXiv] 2025-12-01 | ResDiT: Evoking the Intrinsic Resolution Scalability in Diffusion Transformers
[arXiv] 2025-12-01 | Rice-VL: Evaluating Vision-Language Models for Cultural Understanding Across ASEAN Countries
[arXiv] 2025-12-01 | Quaternionic stochastic areas on quaternionic full flag manifolds and applications
[arXiv] 2025-12-01 | Resonant Annihilation of WIMP Dark Matter for Halo Gamma Ray Signal
[arXiv] 2025-12-01 | A semigroup analogue of the Fonf--Lin--Wojtaszczyk ergodic characterization of reflexive Banach spaces with a basis
[arXiv] 2025-12-01 | BackportBench: A Multilingual Benchmark for Automated Backporting of Patches
[arXiv] 2025-12-01 | RE-LLM: Integrating Large Language Models into Renewable Energy Systems
[arXiv] 2025-12-01 | Consistency Flow Model Achieves One-step Denoising Error Correction Codes
[arXiv] 2025-12-01 | Qualitatively distinct mechanisms of noise-induced escape in diffusively coupled bistable elements
[arXiv] 2025-12-01 | PointNet4D: A Lightweight 4D Point Cloud Video Backbone for Online and Offline Perception in Robotic Applications
[arXiv] 2025-12-01 | Reversible Inversion for Training-Free Exemplar-guided Image Editing
[arXiv] 2025-12-01 | Accelerating Probabilistic Response-Time Analysis: Revised Critical Instant and Optimized Convolution
[arXiv] 2025-12-01 | Tree asymptotic densities in number theory
[arXiv] 2025-12-01 | Molecular Photonics Meets OLED Technology: The Untapped Potential of Lanthanide Emitters
[arXiv] 2025-12-01 | Stabilizing Reinforcement Learning with LLMs: Formulation and Practices
[arXiv] 2025-12-01 | Time Evolution of the Pinch Region of a Deflagration Plasma Accelerator
[arXiv] 2025-12-01 | Witnessing the Effective Entanglement in the COW Protocol
[arXiv] 2025-12-01 | Benchmarking Overton Pluralism in LLMs
[arXiv] 2025-12-01 | Circular current induced by angular dynamics in swarmalator populations
[arXiv] 2025-12-01 | Intrinsic Structure as a Proxy for Saliency: SVD-Based Weight Preservation for Mixed-Precision Quantization in Large Language Models
[arXiv] 2025-12-01 | Discovering Self-Protective Falling Policy for Humanoid Robot via Deep Reinforcement Learning
[arXiv] 2025-12-01 | Counting Lattice Points in Generalized Permutohedra From A to B
[arXiv] 2025-12-01 | Securing Large Language Models (LLMs) from Prompt Injection Attacks
[arXiv] 2025-12-01 | Panda: Self-distillation of Reusable Sensor-level Representations for High Energy Physics
[arXiv] 2025-12-01 | A Review of Wearable Sweat Monitoring Platforms: From Biomarker Detection to Signal Processing Systems
[arXiv] 2025-12-01 | Rethinking Intracranial Aneurysm Vessel Segmentation: A Perspective from Computational Fluid Dynamics Applications
[arXiv] 2025-12-01 | CuES: A Curiosity-driven and Environment-grounded Synthesis Framework for Agentic RL
[arXiv] 2025-12-01 | Lost in Distortion: Uncovering the Domain Gap Between Computer Vision and Brain Imaging - A Study on Pretraining for Age Prediction
[arXiv] 2025-12-01 | Generative Modeling with Continuous Flows: Sample Complexity of Flow Matching
[arXiv] 2025-12-01 | Cylinders in Du Val del Pezzo surfaces of degree one with Picard rank two
[arXiv] 2025-12-01 | Extraordinary cation-replace-cation antisite defect predominate in Bi2SeO5
[arXiv] 2025-12-01 | GR-RL: Going Dexterous and Precise for Long-Horizon Robotic Manipulation
[arXiv] 2025-12-01 | PromptBridge: Cross-Model Prompt Transfer for Large Language Models
[arXiv] 2025-12-01 | Personalized optimization of pediatric HD-tDCS for dose consistency and target engagement
[arXiv] 2025-12-01 | Input-Output Data-Driven Representation: Non-Minimality and Stability
[arXiv] 2025-12-01 | Towards Precision Gluon Densities at Small $x$: From Resummation to Collider Observables
[arXiv] 2025-12-01 | GPTrace: Effective Crash Deduplication Using LLM Embeddings
[arXiv] 2025-12-01 | Some remarks on L-equivalence for cubic fourfolds and hyper-Kähler manifolds
[arXiv] 2025-12-01 | hls4ml: A Flexible, Open-Source Platform for Deep Learning Acceleration on Reconfigurable Hardware
[arXiv] 2025-12-01 | Multi-frequency radio-continuum study of the LMC SNR N206 (Goat's Eye) and its "zig-zag" PWN
[arXiv] 2025-12-01 | VideoScoop: A Non-Traditional Domain-Independent Framework For Video Analysis
[arXiv] 2025-12-01 | On the Unreasonable Effectiveness of Last-layer Retraining
[arXiv] 2025-12-01 | FreqEdit: Preserving High-Frequency Features for Robust Multi-Turn Image Editing
[arXiv] 2025-12-01 | Identification of new Galactic symbiotic stars with SALT - II. New discoveries and characterization of the sample
[arXiv] 2025-12-01 | Wetterich's Equation and its Boundary Conditions for Radon Measures on Locally Convex Spaces
[arXiv] 2025-12-01 | A decoupled, unconditionally stable and second-order integrator for the Landau--Lifshitz--Gilbert equation with magnetoelastic effects
[arXiv] 2025-12-01 | An Elementary Proof Of The Josefson-Nissenzweig Theorem For Banach Spaces C(KxL)
[arXiv] 2025-12-01 | Quantitative correlations and some problems on prime factors of consecutive integers
[arXiv] 2025-12-01 | Predicted white-light solar flare emission from the F-CHROMA grid of models
[arXiv] 2025-12-01 | Effects of Zero-Point Motion in the High Harmonic Generation Spectrum of Solids
[arXiv] 2025-12-01 | Differentially Private and Federated Structure Learning in Bayesian Networks
[arXiv] 2025-12-01 | Approaching the Low Optical Loss Limit of Plasmonics using Potassium Metals
[arXiv] 2025-12-01 | Transient laser-induced periodic surface structures revealed by time-resolved EUV diffuse scattering
[arXiv] 2025-12-01 | Revisiting Direct Encoding: Learnable Temporal Dynamics for Static Image Spiking Neural Networks
[arXiv] 2025-12-01 | Current Challenges of Symbolic Regression: Optimization, Selection, Model Simplification, and Benchmarking
[arXiv] 2025-12-01 | Cross-Domain Validation of a Resection-Trained Self-Supervised Model on Multicentre Mesothelioma Biopsies
[arXiv] 2025-12-01 | Arithmetic closed forms count the Mersenne primes, the Fermat primes and the twin-prime pairs
[arXiv] 2025-12-01 | GRASP: Guided Residual Adapters with Sample-wise Partitioning
[arXiv] 2025-12-01 | ICAD-LLM: One-for-All Anomaly Detection via In-Context Learning with Large Language Models
[arXiv] 2025-12-01 | Horizon Data: Existence Results and a Near-Horizon Equation on General Null Hypersurfaces
[arXiv] 2025-12-01 | Computing Treedepth Obstructions
[arXiv] 2025-12-01 | Impact of local bunching factors in single-pass THz free electron lasers
[arXiv] 2025-12-01 | Cuffless Blood Pressure Estimation from Six Wearable Sensor Modalities in Multi-Motion-State Scenarios
[arXiv] 2025-12-01 | Rethinking Cybersecurity Ontology Classification and Evaluation: Towards a Credibility-Centered Framework
[arXiv] 2025-12-01 | Textured Word-As-Image illustration
[arXiv] 2025-12-01 | Antibunching in locally driven dissipative Lieb lattices
[arXiv] 2025-12-01 | The calm before the storm: High spatial resolution mosaic of active region NOAA 14274 at the onset of an X1.2 flare
[arXiv] 2025-12-01 | Searching for EeV photons with Telescope Array Surface Detector and neural networks
[arXiv] 2025-12-01 | A Two-Stage Fourth-Order Implicit Scheme for Stiff problems
[arXiv] 2025-12-01 | Electric polarization driven by non-collinear spin alignment investigated by first principles calculations
[arXiv] 2025-12-01 | Substellar Initial Mass Function of Trumpler 14
[arXiv] 2025-12-01 | MAC-SLU: Multi-Intent Automotive Cabin Spoken Language Understanding Benchmark
[arXiv] 2025-12-01 | Nuclear modification of heavy flavor decayed dielectrons in relativistic heavy-ion collisions
[arXiv] 2025-12-01 | Directly computing Wigner functions for open quantum systems
[arXiv] 2025-12-01 | Fixed Points in Quantum Metric Spaces: A Structural Advantage over Fuzzy Frameworks
[arXiv] 2025-12-01 | The Maxmin Value of Repeated Games with Incomplete Information on One Side and Tail-Measurable Payoffs
[arXiv] 2025-12-01 | In-Context Learning for Deep Joint Source-Channel Coding Over MIMO Channels
[arXiv] 2025-12-01 | MasHeNe: A Benchmark for Head and Neck CT Mass Segmentation using Window-Enhanced Mamba with Frequency-Domain Integration
[arXiv] 2025-12-01 | L2M-Calib: One-key Calibration Method for LiDAR and Multiple Magnetic Sensors
[arXiv] 2025-12-01 | Eu-assisted enhancement of photoresponse in MBE-grown CdO/Si photodetectors
[arXiv] 2025-12-01 | Exploring the ultra-faint dwarf Bootes I using JWST and HST: Metallicity distribution and binaries
[arXiv] 2025-12-01 | Existence and Nonlocal-to-Local Convergence for Singular, Anisotropic Nonlocal Cahn-Hilliard Equations
[arXiv] 2025-12-01 | Exact Objective Space Contraction for the Preprocessing of Multi-objective Integer Programs
[arXiv] 2025-12-01 | Teaching an Online Multi-Institutional Research Level Software Engineering Course with Industry - an Experience Report
[arXiv] 2025-12-01 | The parallel transport map over reductive homogeneous space
[arXiv] 2025-12-01 | MV-TAP: Tracking Any Point in Multi-View Videos
[arXiv] 2025-12-01 | LLM-Driven Corrective Robot Operation Code Generation with Static Text-Based Simulation
[arXiv] 2025-12-01 | Constraining Dark Acoustic Oscillations with the High-Redshift UV Luminosity Function
[arXiv] 2025-12-01 | Learning Sim-to-Real Humanoid Locomotion in 15 Minutes
[arXiv] 2025-12-01 | LLM CHESS: Benchmarking Reasoning and Instruction-Following in LLMs through Chess
[arXiv] 2025-12-01 | A robust generalizable device-agnostic deep learning model for sleep-wake determination from triaxial wrist accelerometry
[arXiv] 2025-12-01 | Feature-Based Semantics-Aware Scheduling for Energy-Harvesting Federated Learning
[arXiv] 2025-12-01 | Low-Rank Prehab: Preparing Neural Networks for SVD Compression
[arXiv] 2025-12-01 | Chain-of-Ground: Improving GUI Grounding via Iterative Reasoning and Reference Feedback
[arXiv] 2025-12-01 | SGDiff: Scene Graph Guided Diffusion Model for Image Collaborative SegCaptioning
[arXiv] 2025-12-01 | The Equivalence of Fast Algorithms for Convolution, Parallel FIR Filters, Polynomial Modular Multiplication, and Pointwise Multiplication in DFT/NTT Domain
[arXiv] 2025-12-01 | Basis Choices for Frequency Domain Statistical Independence Tests and Algorithms for Algebraic Relation Extraction
[arXiv] 2025-12-01 | A framework for disentangling spatial and visual neural representations
[arXiv] 2025-12-01 | Spontaneous Symmetry Breaking in Two-dimensional Long-range Heisenberg Model
[arXiv] 2025-12-01 | Real-time RFI Excision Techniques and Their Limitations
[arXiv] 2025-12-01 | An Empirical Study of Agent Developer Practices in AI Agent Frameworks
[arXiv] 2025-12-01 | Explicit and universal formula for thermodynamic volume in extended black hole thermodynamics
[arXiv] 2025-12-01 | Uncertainty quantification in load profiles with rising EV and PV adoption: the case of residential, industrial, and office buildings
[arXiv] 2025-12-01 | Weak, extended water vapor emission in the Horsehead nebula
[arXiv] 2025-12-01 | Tight Bounds for Feedback Vertex Set Parameterized by Clique-width
[arXiv] 2025-12-01 | NeuroHJR: Hamilton-Jacobi Reachability-based Obstacle Avoidance in Complex Environments with Physics-Informed Neural Networks
[arXiv] 2025-12-01 | Exploring Human Perceptions of AI Responses: Insights from a Mixed-Methods Study on Risk Mitigation in Generative Models
[arXiv] 2025-12-01 | Active chromospheric fibril singularity: Coordinated observations from Solar Orbiter, SST, and IRIS
[arXiv] 2025-12-01 | Scalable Quantum Reversible BCD Adder Architectures with Enhanced Speed and Reduced Quantum Cost for Next-Generation Computing
[arXiv] 2025-12-01 | Lyapunov 1-forms on orbifolds
[arXiv] 2025-12-01 | Prejudiced Futures? Algorithmic Bias in Time Series Forecasting and Its Ethical Implications
[arXiv] 2025-12-01 | Tahr: The Generative Attribute Grammar Framework
[arXiv] 2025-12-01 | An algebraic characterisation of non-Archimedean Stein spaces
[arXiv] 2025-12-01 | Testing Transformer Learnability on the Arithmetic Sequence of Rooted Trees
[arXiv] 2025-12-01 | Topological Order in Deep State
[arXiv] 2025-12-01 | BHRAM-IL: A Benchmark for Hallucination Recognition and Assessment in Multiple Indian Languages
[arXiv] 2025-12-01 | Dispersion-Mediated Space-Time States
