[2026-01-17 09:09:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-16
正在获取论文...
[IEEE] 2026-1-16 | Resilient Control Design for EV Fast Charging Unit Consisting of Multiple SAB Converter Modules
[NO] 479/538 | Self-Supervised Learning for Fruit and Vegetable Spoilage Detection: Reducing Dependency on Labeled Data
[NO] 480/538 | Critical Design Problems and Possible Solutions to a Superconducting Squirrel-Cage Induction Machine: An Electrical Machines' Expert Point-of-View
[NO] 481/538 | Interpretable Clustering: A Survey
[NO] 482/538 | A MLP-BiGRU Model Based Dynamic Displacement Estimation Method for Multi State Indoor Positioning
[NO] 483/538 | Adaptive In Adapter: Boosting Open-Vocabulary Semantic Segmentation with Adaptive Dropout Adapter
[NO] 484/538 | Improving Stock Market Prediction Accuracy Using LSTM Neural Networks with Financial Indicators
[NO] 485/538 | Exploring the Role of Task-Technology Fit and Performance Expectancy in Mobile Learning Adoption
[NO] 486/538 | Development of Iot Based Academic Information System Using Kanban Laravel Framework to Improve Community Services at Public High School Level
[NO] 487/538 | Enhanced CT Saturation Detection Based on Fault Current Decomposition and Digital Filtering
[NO] 488/538 | Spatio-Semantic Enhanced Cascade Swin Detection Network for Infrared Maritime Targets
[NO] 489/538 | Improving Skin Cancer Classification with Dilated Convolutional VGG16 Networks
[NO] 490/538 | Robust Point Cloud Registration via High-Dimensional Complex Kernel
[NO] 491/538 | Detecting Unknown Cyberattacks on Traffic Management Center in C-ITS
[NO] 492/538 | Hybrid Statistical and Machine Learning Approach for Forecasting the Global Food Price Index Based on Oil Prices
[NO] 493/538 | IEEE Networking Letters Publication Information
[NO] 494/538 | Transient Response Analysis and System Fault Ride-through Capability Optimization of HVDC Based on Hybrid Commutated Converter
[NO] 495/538 | Numerical Experiments on Adaptive Step-Size Coordinate Descent in Online Convex Optimization
[NO] 496/538 | A Tracking Mode Selection Scheme for Multiple Target Tracking in Multiple Radar Systems
[NO] 497/538 | User-to-User Clustering, Channel Estimation &amp; Cross-Link Interference Mitigation for Dynamic TDD Systems
[NO] 498/538 | Dual Perception Detector for Ship Detection in SAR Images
[NO] 499/538 | Driving Behaviour Classification and Risk Quantification via Multi-Sensor Machine Learning: From Simulation to Reality
[NO] 500/538 | Robust Beamforming for RIS Assisted Wireless Networked Control Systems
[NO] 501/538 | Non-Gradient Hash Factor Learning for High-Dimensional and Incomplete Data Representation Learning
[NO] 502/538 | A Review of High-Power Medium Frequency Transformers in Medium Voltage Power Electronics: State of the Art, Challenges, and Solutions
[NO] 503/538 | Robust Beamforming for Pinching-Antenna Systems
[NO] 504/538 | Modeling and Simulation of an Off-Grid Hybrid Microgrid System: A Case Study of a Kavalur Rural Social Community
[NO] 505/538 | Dual Self-Supervised Deep Graph Clustering
[NO] 506/538 | Scheduling Techniques of AI Models on Modern Heterogeneous Edge GPU—A Critical Review
[NO] 507/538 | Power Source Allocation for RIS-aided Integrating Sensing, Communication, and Power Transfer Communication Systems Based on NOMA
[NO] 508/538 | HANS-Net: Hyperbolic Convolution and Adaptive Temporal Attention for Accurate and Generalizable Liver and Tumor Segmentation in CT Imaging
[NO] 509/538 | <i>MR</i>
                    <sup>2</sup>
                    SLAM: Multi-Robot Monocular Resilient SLAM for Ill-conditioned Problems
[NO] 510/538 | Monitoring Intelligent Connected Vehicles: Embedding Trust Levels in Status Within Zero-Trust Network Architecture
[NO] 511/538 | FL in Motion: Accelerating FL via Mobility-Aware Vehicle Selection and Sparse Training
[NO] 512/538 | Few-shot Rotating Machinery Bearing Fault Diagnosis with Denoising Diffusion based Data Augmentation
[NO] 513/538 | Robust Formation Tracking of ASVs With Nonconservative Collision Avoidance: A Control Barrier Function-Based Approach
[NO] 514/538 | Decoder-Based Anomaly Detection with Concentration Filtering for Distinguishing Wildfire Smoke from Clouds
[NO] 515/538 | Table of Contents
[NO] 516/538 | Metamorphic Testing for Vision-Based Autonomous Driving With Road Traffic Risk Exposure Extrapolation
[NO] 517/538 | A Comparative Analysis of Web Automation Testing Tools: Selenium Webdriver, Playwright, and Webdriverio Using an AHP-TOPSIS Approach
[NO] 518/538 | Unshielded Magnetorelaxometry of Nanogram-Scale Magnetic Particles with an YIG-Based Gradientometer System
[NO] 519/538 | MLSMOTE for Multi-Label Text Classification in Toxic Comment
[NO] 520/538 | Flexible MIMO for Future Wireless Communications: Which Flexibilities Are Possible?
[NO] 521/538 | Robust Stability of Boolean Networks With Multiple Disturbances: An Eigenvalue-Based Approach
[NO] 522/538 | A Method for Coal Flow Foreign Object Detection and Mineral Semantic Segmentation Based on the Lightweight Multitask Model PVDNet
[NO] 523/538 | Simplifying Automated Testing: A Codeless, Interaction-Recording Script Builder Approach to Accelerate Automated Testing Method
[NO] 524/538 | SLChain: A Stochastic Lightweight Blockchain with Selfish Mining Attack Mitigation
[NO] 525/538 | Crisis-Aware Dual-Path Modeling for Depression Severity Assessment on Facial Signals Imbalanced Clinical Data
[NO] 526/538 | Dual DC Bus Rectifier with Embedded Power Decoupling for Airborne Pulsed Load Application
[NO] 527/538 | Front Cover
[NO] 528/538 | Anatomically-informed Multi-Resonant RF Sensor for Personalized Fingertip-Based Glucose Monitoring
[NO] 529/538 | Amalgamated CHIRP and OFDM for ISAC
[NO] 530/538 | Efficient and Unbounded Public-key Encryption with Keyword Search Based on Arithmetic Span Programs in Cloud Storage
[NO] 531/538 | NearSense: Exploring NearLink for New-Generation Wireless Sensing
[NO] 532/538 | Autonomous Power Ripple Suppression Scheme for Grid-Connected Multiport Converters Under Unbalanced Grid Conditions
[NO] 533/538 | Time-series Data-driven Three Dimensional Shape Control of Deformable Linear Objects using a Dual-arm Robot with Dynamic Model Updating
[NO] 534/538 | GeoTexDensifier: Geometry-Texture-Aware Densification for High-Quality Photorealistic 3D Gaussian Splatting_supp1-3644697.mp4
[NO] 535/538 | Deep Learning for Marine Fish Classification via CNN-Based Computer Vision
[NO] 536/538 | Adaptive Gridless Covariance-Matching DOA Estimation for Coprime Array under Impulsive Noise
[NO] 537/538 | Cybertwin-Enhanced Distributed Authentication with Lightweight Cryptography for Secure Internet of Vehicles
[NO] 538/538 | Multi-UAV Deployment and Resource Allocation: A federated deep reinforcement learning approach
筛选完成：共 538 篇；Yes = 5 篇；已保存到 papers/select_paper2026-01-16.json。
邮件发送成功！
[2026-01-17 09:39:04] 任务执行成功！
