[2025-11-20 09:10:57] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-19
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202511190000+TO+202511192359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2025-11-19 | Towards Generalizable Deepfake Detection by Primary Region Regularization
[IEEE] 2025-11-19 | Study on the Potential of Industry Demand Response Using a Data-driven Approach based on Cluster-Gaussian Mixture Model
[IEEE] 2025-11-19 | NEOL: Multiscale Adaptation of Large Language Models for Network Energy Optimization
[IEEE] 2025-11-19 | Table of Contents
[IEEE] 2025-11-19 | A Digital Bandwidth Compensation Method for Capacitive MEMS Accelerometers
[IEEE] 2025-11-19 | A Vertically Polarized Wideband Magneto-Electric Antenna for End-Fire Radiation
[IEEE] 2025-11-19 | CME 2025 Author Information Page
[IEEE] 2025-11-19 | Optimizing Data Collection for Bodily Emotion Recognition: A Comparative Study
[IEEE] 2025-11-19 | ST-BayesianNet: Spatiotemporal Bayesian Convolution Neural Networks for Multivariate Time Series Forecasting
[IEEE] 2025-11-19 | GAI Transformer Fusion for Multimodal Consumer Electronics: Scenario-Based Benchmarking and Resilience to Missing Data
[IEEE] 2025-11-19 | TELSIKS 2025 TOC
[IEEE] 2025-11-19 | Graph Frequency-Domain Factor Modeling
[IEEE] 2025-11-19 | EnT 2025 Cover Page
[IEEE] 2025-11-19 | Decoupling Intra- and Inter-Shard Consensus for High Scalability in Permissioned Blockchain
[IEEE] 2025-11-19 | DMEFF-Net: A Dynamic Multi-Scale Enhanced Feature Fusion Model for Small Object Detection in Remote Sensing Images
[IEEE] 2025-11-19 | TELSIKS 2025 Committees
[IEEE] 2025-11-19 | TELSIKS 2025 Opinion
[IEEE] 2025-11-19 | ICOA 2025 Cover Page
[IEEE] 2025-11-19 | Predicting Hearing Loss in the Chinese Middle-aged and Elderly: A Machine Learning Approach Using Clinical and Demographic Data
[IEEE] 2025-11-19 | A Decision Support System of Journal Accreditation Readiness Using ANP-TOPSIS for Publishing Institutions
[IEEE] 2025-11-19 | Multi-label ECG classification using a reduced-lead configuration
[IEEE] 2025-11-19 | The Generation Method of Two-Scale Sequence Generating Arbitrary Mother Wavelet with High Accuracy Using Machine Learning for Discrete Wavelet Transform
[IEEE] 2025-11-19 | Supervised Classification of Resting-State fMRI Biomarkers for Early Detection of Alzheimer’s Disease
[IEEE] 2025-11-19 | Ancillary Services of A Triple-Port Smart Transformer
[IEEE] 2025-11-19 | An Efficient ANN-Based Model of a Bifilar Helix Antenna for GPS and GLONASS Signal Reception
[IEEE] 2025-11-19 | Vibration and Acoustic Monitoring of Wind Turbine Nacelle and Automatic Fault Identification
[IEEE] 2025-11-19 | Strategic Development of a Hydrogen Supply Chain in Corsica: a Multi-criteria Analysis
[IEEE] 2025-11-19 | ECG Classification Based on QRS Filtering and BiLSTM Neural Networks
[IEEE] 2025-11-19 | Automated Environmental Monitoring for Bok Choy Hydroponic System in Greenhouse
[IEEE] 2025-11-19 | On Solution of Mixed Problem in Colombeau Algebras
[IEEE] 2025-11-19 | IEEE Standard for Voltage-Endurance Testing of Form-Wound Coils and Bars for Hydro Generators
[IEEE] 2025-11-19 | Research on Vehicle State Recognition Based on Improved CNN
[IEEE] 2025-11-19 | An Approach to the Lifecycle Management of Virtualized FRMCS Applications as a Service
[IEEE] 2025-11-19 | Modeling of Turboshaft Engine Turbine Tip Clearance Parameters and Performance Analysis Based on Uncertainty Theory
[IEEE] 2025-11-19 | Multimodal Feature Fusion Framework for Tool Condition Monitoring
[IEEE] 2025-11-19 | Application of a Noval Improved Marine Predator Algorithm in Resource Configuration for Formation Electronic Support
[IEEE] 2025-11-19 | Advanced Motor Control Using Novel Control Techniques and Predictive Diagnostics for Electric Vehicles Using Machine Learning
[IEEE] 2025-11-19 | Comprehensive Structure of IoT System for PV-powered Electric Bus Charging Station
[IEEE] 2025-11-19 | Joint Optimization Strategy for Electric Buses–Energy Storage Systems Considering Efficiency Models
[IEEE] 2025-11-19 | A Reinforcement Learning-Based Decentralized Control Strategy for Eco-Safe Mixed Platooning With CAVs and HDVs
[IEEE] 2025-11-19 | Table of Contents
[IEEE] 2025-11-19 | Proceedings
[IEEE] 2025-11-19 | Unified Mathematical Framework for Channel Estimation in VLC Systems with Signal-Dependent Noise
[IEEE] 2025-11-19 | Polyvinyl Alcohol-Coated Magnetic Nanoparticles for Biomedical Applications
[IEEE] 2025-11-19 | IEEE Systems, Man, and Cybernetics Society Information
[IEEE] 2025-11-19 | Robust Higher-Order Sliding Mode Control for Virtual Synchronous Generators to Enhance Stability under Varying Network Conditions
[IEEE] 2025-11-19 | Output fluctuation suppression methods for dynamic wireless charging system of electric vehicle based on picking coil optimization and load parameters estimation
[IEEE] 2025-11-19 | Data Processing and Feature Extraction for High-Current Switchgear Cabinets Operation based on Improved Random Forest Model
[IEEE] 2025-11-19 | Financial Statement Fraud Detection in the Age of Artificial Intelligence: a Multi-Indicator Systematic Literature Review
[IEEE] 2025-11-19 | UnfoldDet: Advancing Surface Defect Detection with Dual Feature Separation and Relation Reasoning
[IEEE] 2025-11-19 | Distributed Array Transient Acoustic Localization Based on Fuzzy Fusion
[IEEE] 2025-11-19 | AL QADAI: Arabic Virtual Judge for Moroccan Legal Reasoning Using Large Language Models
[IEEE] 2025-11-19 | Fault Estimation of IMT Systems in Electric Vehicles via KalmanNet
[IEEE] 2025-11-19 | Bearing Fault Diagnosis Method Based On Multi-Scale Convolutional Neural Network With Integrated Multi-Attention
[IEEE] 2025-11-19 | Fault section location method for distribution networks based on graph neural networks
[IEEE] 2025-11-19 | Research on Predictive Maintenance Methods for Nuclear Power Equipment Based on Artificial Intelligence
[IEEE] 2025-11-19 | Large Language Models in Healthcare: A Review
[IEEE] 2025-11-19 | Nonlinear Diffusion Filtering Algorithm in Wavelet Domain for Mechanical Vibration Signal
[IEEE] 2025-11-19 | Federated Local Staircase Training for Photovoltaic Cell Fault Detection: Improving Rare Class Detection
[IEEE] 2025-11-19 | Research on Risk Assessment and Safety Design of Intelligent Battery Swapping Systems in Underground Coal Mines
[IEEE] 2025-11-19 | Experimental study on permeability of porous transport layers for proton exchange membrane water electrolyzers
[IEEE] 2025-11-19 | A Physical-Data Hybrid Method of Multi-Fault Diagnosis for eVTOL Under Closed-Loop Control
[IEEE] 2025-11-19 | A Study on Ultra-Short-Term Photovoltaic Power Forecasting Based on Multi-Scale TCN-Attention Mechanism
[IEEE] 2025-11-19 | Rethinking Big Data Value Chains: A Comparative Framework Across Hadoop, Modern, and Cloud Stacks
[IEEE] 2025-11-19 | Sustaintify: A Solution to Driving Sustainable Behavioral Change
[IEEE] 2025-11-19 | Analysis of Investment Allocation Model Strategy for Distribution Network
[IEEE] 2025-11-19 | Longitudinal Classification of Archery Training Stages based on sEMG
[IEEE] 2025-11-19 | Advanced Spectral Efficiency Assessment for Expert 4G/5G RAN Network Design
[IEEE] 2025-11-19 | Design of Qibla Direction Assistant Using Arduino
[IEEE] 2025-11-19 | Route Optimization using K-Means and TSP Integration: A Case Study of Thailand’s School Milk Program
[IEEE] 2025-11-19 | Multi-Agent Data Fusion: Methods, Challenges, and Trends
[ACM] 2025-11-19 | Discriminative Representation Learning for Remote Sensing Visual Question Answering
[IEEE] 2025-11-19 | <i>sketchPro</i>
                    : Identifying Top-k Items Based on Probabilistic Update on Programmable Data Plane
[IEEE] 2025-11-19 | Comparative Analysis of PI and LQR Control for PMSM in Electric Traction System
[IEEE] 2025-11-19 | EEG-Infinity: A Mathematical Modeling-Inspired Architecture for Addressing Cross-Device Challenges in Motor Imagery
[IEEE] 2025-11-19 | Personalized Model-Driven Adaptive Task Facilitates Visuomotor Skill Learning Mediated by Promoting Flow Experience
[IEEE] 2025-11-19 | 3-D Forward Modeling and Characteristic Analysis of Magnetic Multi-Quantities for Fractal Magnetic Anomaly Body
[IEEE] 2025-11-19 | Optimal Control Theoretic Neural Optimizer: From Backpropagation to Dynamic Programming
[IEEE] 2025-11-19 | Steganography via Neural Network Parameter Initialization with High Fidelity and Imperceptibility
[IEEE] 2025-11-19 | Spatial-Frequency Enhanced Mamba for Multi-Modal Image Fusion
[ACM] 2025-11-19 | Nitrous Oxide Emission Prediction Using IoT Soil and Weather Sensor Data
[IEEE] 2025-11-19 | Low-Complexity Hardware Solutions for Baseband Algorithms in Massive MIMO Systems
[IEEE] 2025-11-19 | Author Index
[IEEE] 2025-11-19 | Table of Contents
[IEEE] 2025-11-19 | Critical Design Strategy: a Method for Heuristically Evaluating Visualisation Designs
[IEEE] 2025-11-19 | Human-Machine Cooperative Control of Intelligent Vehicles Considering the Trajectory Tracking Accuracy and Driver Load
[IEEE] 2025-11-19 | An Efficient Hardware Compression Technique for Low-Power Spiking Neural Networks
[IEEE] 2025-11-19 | Numerical study of heat diffusion in a heterogeneous cavity using Lattice Boltzmann method
[IEEE] 2025-11-19 | Nonlinear Fatigue Reliability Analysis Based on A Modified Toughness Exhaustion Damage Model
[IEEE] 2025-11-19 | Inverse-Time Overcurrent Protection Algorithm for Solid-State Power Controllers Based on FPGA
[IEEE] 2025-11-19 | Classification of Transient High-Frequency Pulses Using a PSO-KELM Hybrid Model with Adaptive Feature Optimization on kpPT
[IEEE] 2025-11-19 | Enhanced Forecasting of Photovoltaic Power Output via a Modified Metaheuristic Algorithm
[IEEE] 2025-11-19 | Mathematics Problem Classification Based on Pretrained Language Models
[IEEE] 2025-11-19 | Planning method for electric vehicle charging stations and distributed power sources based on improved beetle optimization algorithm
[IEEE] 2025-11-19 | Three Dimensional Arc Synthesis Method Based on Binocular Camera Shooting Results and Experimental Application of SF
                    <sub>6</sub>
                    Circuit Breaker
[IEEE] 2025-11-19 | Power Quality Improvement Using Phase Transposition for Multi-Motor System With Variable Speed Drives Using Diode-Bridge Rectifier
[IEEE] 2025-11-19 | Towards Few-Shot Large Language Models for Vietnamese Spoken Question Answering
[IEEE] 2025-11-19 | Based on Machine Learning and SHAP Interpretive Analysis to Identify Patients with Anxiety and Depression
[IEEE] 2025-11-19 | Research on UAV Path Planning Based on Improved A-star Algorithm for Power Inspection Times
[IEEE] 2025-11-19 | Strategy for Distribution Networks Considering Dual Uncertainties of Faulted Lines and Photovoltaic Generation
[IEEE] 2025-11-19 | Beyond Pairwise Connectivity: High-Order EEG Functional Network Representations Enhance Individualized Prediction of Depression Severity
[IEEE] 2025-11-19 | Fatigue Damage Monitoring Sensors for Structural Damage Quantification
[IEEE] 2025-11-19 | Enhancing User Engagement in Project Management Systems Through UX Evaluation of Gamification Features
[IEEE] 2025-11-19 | Artificial Intelligence in the Energy Sector: Regulatory Compliance, Challenges, and Cybersecurity Implications
[IEEE] 2025-11-19 | The Future of YOLO: How Open-Vocabulary Detection Evolves Conventional YOLO Architecture in Addressing Imbalanced Datasets
[IEEE] 2025-11-19 | Design and Application of Oil Online Monitoring System Based on EIS Sensor and WLAN
[IEEE] 2025-11-19 | LD-Net: A Progressive Fusion Network for Enhanced Target Detection in Synthetic Aperture Radar Images
[IEEE] 2025-11-19 | An Adaptive Dynamic Multiscale Attention Network for Remote Sensing Object Detection
[IEEE] 2025-11-19 | Study on Quantitative Evaluation Method of Tank Bottom Corrosion Based on On-Line Acoustic Emission
[IEEE] 2025-11-19 | Deep Network-Driven State Space Modeling for Rolling Bearing Degradation Prediction
[IEEE] 2025-11-19 | Complex-Valued End-to-End Space Target Recognition via Integrated Network of Enhanced Imaging and Recognition
[IEEE] 2025-11-19 | Study on Ultrasonic Guided Wave Monitoring Technology for Weld Corrosion in Rocket Propellant Tank Repeated Pressurization Tests
[IEEE] 2025-11-19 | Integrate digital twin with improved TCN-BiLSTM for multi-load prediction model
[IEEE] 2025-11-19 | Electrical Data Acquisition Method and Implementation for On-Load Tap Changers
[IEEE] 2025-11-19 | Distributed Generation for Loss Minimization: An Optimal Placement and Sizing Strategy in Radial Distribution Networks
[IEEE] 2025-11-19 | Extraction of Abrasion Scratch Topography from Worn Potentiometer Resistive Film Surface Using Vision-Based 3D Reconstruction Coupled with Optical Microscope
[IEEE] 2025-11-19 | Heart Rate Measurement by Tracking Involuntary Head Movement
[IEEE] 2025-11-19 | Path Percolation with Link Recycling and Fidelity Based Routing in Quantum Networks
[IEEE] 2025-11-19 | A CAN Bus Based Monitoring System for Elevator Bottoming and Overrun Faults
[IEEE] 2025-11-19 | Design of Double-Resistor Damped Double-Tuned AC Filters for Harmonic Management of LCCHVDC Systems using Arctic Puffin Optimizer
[IEEE] 2025-11-19 | Arabic Sign Language Recognition using MediaPipe and Deep Neural Network
[ACM] 2025-11-19 | Predicting Depression Treatment Outcome Using Daily Step Count Sensory Data
[IEEE] 2025-11-19 | Design, Construction, and Experiment of Roller Shaped High-temperature Superconducting Coil Joint Apparatus
[IEEE] 2025-11-19 | Lyapunov-based Control Barrier Functions for Real-Time Safe Navigation in Three-dimension Complex Environments
[IEEE] 2025-11-19 | Strip-ViTAE: A Direction-Aware Transformer with Enhanced Feature Modeling for Remote Sensing Image Object Detection
[IEEE] 2025-11-19 | Cover
[IEEE] 2025-11-19 | Impact-Angle-Constrained Guidance via Virtual Targets for Large Initial Heading Errors
[IEEE] 2025-11-19 | Enhancing Communication Security in TDMA-based Multi-User VLC with Obstructed Links: A Relay-Aided Cooperative Transmission and Jamming Approach
[IEEE] 2025-11-19 | Forest Tree Species Classification Based on Deep Ensemble Learning by Fusing High-Resolution, Multi-Temporal, and Hyperspectral Multi-Source Remote Sensing Data
[IEEE] 2025-11-19 | Interpretable Fair Value Hierarchy Classification via Hybrid Transformer-GNN Architecture
[IEEE] 2025-11-19 | Enhancing Redactable Blockchain With Robust and Efficient Threshold Redaction
[IEEE] 2025-11-19 | Application of Convolution Neural Network for Unfolding Simulated Neutron Spectra of an Activation Spectrometer
[IEEE] 2025-11-19 | Classification and Analysis of Packaging Design Styles Based on Visual Feature Extraction
[IEEE] 2025-11-19 | VLF Scattering Characteristics of Dielectric Cylinder Receiving Antennas in an Anisotropic Magnetoplasma
[ACM] 2025-11-19 | Graph Retrieval-Augmented Generation: A Survey
[IEEE] 2025-11-19 | Decision letter for "Strip-ViTAE: A Direction-Aware Transformer with Enhanced Feature Modeling for Remote Sensing Image Object Detection"
[IEEE] 2025-11-19 | Multimodal Fusion for Smart Contract Vulnerability Detection: An Experimental Dive
[IEEE] 2025-11-19 | Mitigating Class Imbalance in Chest X-Ray Classification With Memory-Augmented Models
[IEEE] 2025-11-19 | SAR Image Small Target Detection Algorithm Based on Improved YOLOv8
[IEEE] 2025-11-19 | Enhanced ECG Classification Using Deep Convolutional Neural Networks
[IEEE] 2025-11-19 | FPGA-Based Hardware Acceleration for EEG Signal Classification in Brain-Computer Interfaces
[IEEE] 2025-11-19 | Facial Expression Recognition Using Deep Learning: A Hybrid Approach with ResNet121 and LightGBM
[IEEE] 2025-11-19 | Research on Remote Control Link of Target Vehicle Considering MQTT Communication Delay Interference
[IEEE] 2025-11-19 | Inverse Physics-Constrained Learning for Robust Fault Diagnosis in Robotic Joint Transmission Systems
[IEEE] 2025-11-19 | Defect Detection in Terahertz Images by the Enhanced YOLOv8 Network
[IEEE] 2025-11-19 | Spare Parts Demand Forecasting and Reserve Optimization: A Gradient Descent Approach with Real-Data Validation
[IEEE] 2025-11-19 | Optimal Decision-Making Model for Renewable Energy Cost Analysis in Cross-Regional DC Transmission Channels under Medium-to-Long Term and Spot Trading Modes
[IEEE] 2025-11-19 | High Availability Microclustering Server Using Kubernetes K3s and Haproxy on Raspberry Pi
[IEEE] 2025-11-19 | Predictive Analytics for B2B Customer Retention: a Machine Learning Random Forest Based on Net Promoter Score Model
[IEEE] 2025-11-19 | A Novel Calculation Method of AC Losses in Hairpin Windings Considering Comprehensive Loss Sources
[IEEE] 2025-11-19 | Achieving High Accuracy and User-Friendliness in BCI Systems: A Novel Relative Chromatic Quinary m-Sequence VEP Approach
[IEEE] 2025-11-19 | Bird Detection and Tracking Scheme Around Transmission line Based on Target Tracking Algorithm and YOLOv8
[IEEE] 2025-11-19 | Influence of Inerter on the Dynamic Vibration Absorber Based on ISD System
[IEEE] 2025-11-19 | ArborNet: Featherweight Representation Learning for Real-Time Cashew Nut Quality Classification
[IEEE] 2025-11-19 | Damage Imaging with Asymmetric Propagation of Lamb Waves in VariableThickness Plates
