[2026-01-14 09:18:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-13
正在获取论文...
[arXiv] 2026-01-13 | Gyral-Sulcal-Net: An Integrated Network Representation of Brain Folding Patterns
[arXiv] 2026-01-13 | Spiking Neural-Invariant Kalman Fusion for Accurate Localization Using Low-Cost IMUs
[arXiv] 2026-01-13 | Electromagnetic Scattering by a Cluster of Hybrid Dielectric-Plasmonic Dimers
[arXiv] 2026-01-13 | The End of Reward Engineering: How LLMs Are Redefining Multi-Agent Coordination
[arXiv] 2026-01-13 | MPCI-Bench: A Benchmark for Multimodal Pairwise Contextual Integrity Evaluation of Language Model Agents
[arXiv] 2026-01-13 | Jupiter-like uniform metal enrichment in a system of multiple giant exoplanets
[arXiv] 2026-01-13 | Knowledge-based learning in Text-RAG and Image-RAG
[arXiv] 2026-01-13 | An Axiomatic Approach to General Intelligence: SANC(E3) -- Self-organizing Active Network of Concepts with Energy E3
[arXiv] 2026-01-13 | One-Shot Federated Ridge Regression: Exact Recovery via Sufficient Statistic Aggregation
[arXiv] 2026-01-13 | Towards Principled Design of Mixture-of-Experts Language Models under Memory and Inference Constraints
[arXiv] 2026-01-13 | Brunnian links and Kontsevich graph complex I
[arXiv] 2026-01-13 | A Dynamical Framework for the McKay Correspondence via Gauge-Theoretic Morse Flow
[arXiv] 2026-01-13 | Numerical analysis of spatiotemporal high-index saddle dynamics for finding multiple solutions of semilinear elliptic problems
[arXiv] 2026-01-13 | TabPFN Through The Looking Glass: An interpretability study of TabPFN and its internal representations
[arXiv] 2026-01-13 | Algebras of distributions suitable for phase-space quantum mechanics. I
[arXiv] 2026-01-13 | The Orlicz-Aleksandrov problem for pseudo-cones
[arXiv] 2026-01-13 | Relational Knowledge Distillation Using Fine-tuned Function Vectors
[arXiv] 2026-01-13 | Unraveling Year-Long Radial Velocity Variations in Red Clump Region -- I: Comprehensive analysis of a K0 Giant star, 2 Draconis
[arXiv] 2026-01-13 | Global Existence for General Systems of Isentropic Gas Dynamics via a Weighted Pressure Perturbation Approach
[arXiv] 2026-01-13 | Project Synapse: A Hierarchical Multi-Agent Framework with Hybrid Memory for Autonomous Resolution of Last-Mile Delivery Disruptions
[arXiv] 2026-01-13 | Dual characterizations of norm minimization problems
[arXiv] 2026-01-13 | Flow cones of graphs with cycles and locally gentle algebras
[arXiv] 2026-01-13 | Embedded AI Companion System on Edge Devices
[arXiv] 2026-01-13 | Trimmed strong laws and distributional limits for exponentially mixing systems
[arXiv] 2026-01-13 | How vehicles change lanes after encountering crashes: Empirical analysis and modeling
[arXiv] 2026-01-13 | Three Bernstein type theorems for hypersurfaces with zero Gaussian curvature
[arXiv] 2026-01-13 | Efficient Incremental SLAM via Information-Guided and Selective Optimization
[arXiv] 2026-01-13 | Query Suggestion for Retrieval-Augmented Generation via Dynamic In-Context Learning
[arXiv] 2026-01-13 | Towards A Unified PAC-Bayesian Framework for Norm-based Generalization Bounds
[arXiv] 2026-01-13 | Measurement of the LCLS-II dark current using the LDMX Trigger Scintillator Prototype
[arXiv] 2026-01-13 | RAVEN: Erasing Invisible Watermarks via Novel View Synthesis
[arXiv] 2026-01-13 | Modeling LLM Agent Reviewer Dynamics in Elo-Ranked Review System
[arXiv] 2026-01-13 | Motion Attribution for Video Generation
[arXiv] 2026-01-13 | Lattice-based equation of state with a critical point from constant entropy contours and its comparison to effective QCD approaches
[arXiv] 2026-01-13 | Local Magnetometry from Measurement-Induced Dissipation
[arXiv] 2026-01-13 | Impacted Buildings for GL(2)
[arXiv] 2026-01-13 | Upper and Lower Bounds for The Quantum Dynamics of One-Dimensional Divergence-Type Random Jacobi Operators
[arXiv] 2026-01-13 | Singular del Pezzo surfaces and isotropic flag varieties
[arXiv] 2026-01-13 | Primordial Gravitational Waves from Scalar Backreaction in Axion-SU(2) Inflation
[arXiv] 2026-01-13 | Revisiting the Great Attractor: The Local Group's streamline trajectory, cosmic velocity and dynamical fate
[arXiv] 2026-01-13 | High-Resolution Infrared Spectroscopy and ASAP Analysis of Cyclopentadiene: The Vibrational Modes below 860 cm$^{-1}$ and the $ν_{21}$ Mode at 961 cm$^{-1}$
[arXiv] 2026-01-13 | Efficient Maintenance of Leiden Communities in Large Dynamic Graphs
[arXiv] 2026-01-13 | Learner-Tailored Program Repair: A Solution Generator with Iterative Edit-Driven Retrieval Enhancement
[arXiv] 2026-01-13 | Topology of Calorons Re-examined
[arXiv] 2026-01-13 | Weakly Supervised Tabla Stroke Transcription via TI-SDRM: A Rhythm-Aware Lattice Rescoring Framework
[arXiv] 2026-01-13 | Distribution Estimation with Side Information
[arXiv] 2026-01-13 | A dynamical model of the U.S. mathematics graduate degree pipeline
[arXiv] 2026-01-13 | QP-Based Control of an Underactuated Aerial Manipulator under Constraints
[arXiv] 2026-01-13 | Your Group-Relative Advantage Is Biased
[arXiv] 2026-01-13 | CD^2: Constrained Dataset Distillation for Few-Shot Class-Incremental Learning
[arXiv] 2026-01-13 | Improving the GMAW process through current control
[arXiv] 2026-01-13 | Geometry is Wavy: Curvature Wave Equations for Generic Affine Connections
[arXiv] 2026-01-13 | A Structure Preserving Finite Volume Scheme for the Navier-Stokes-Korteweg Equations
[arXiv] 2026-01-13 | Design and construction of a cryogenic subcooler-box for supplying single phase supercritical helium to dark matter and gravitational wave experiments
[arXiv] 2026-01-13 | AUV Trajectory Learning for Underwater Acoustic Energy Transfer and Age Minimization
[arXiv] 2026-01-13 | Disturbance observer-based tracking control for roll-to-roll slot die coating systems under gap and pump rate disturbances
[arXiv] 2026-01-13 | Excluding Hypothetical Light Boson Interpretation of Yb King Plot Nonlinearity with the ${}^1S_0 \leftrightarrow {}^3P_2$ Isotope Shift Measurement
[arXiv] 2026-01-13 | Decoding Order Matters in Autoregressive Speech Synthesis
[arXiv] 2026-01-13 | Multiobjective Model Predictive Control for Residential Demand Response Management Under Uncertainty
[arXiv] 2026-01-13 | Beyond Linearization: Attributed Table Graphs for Table Reasoning
[arXiv] 2026-01-13 | An Explicit Kaluza-Klein Reduction of Einstein's Gravity in $6D$ on $S^2$
[arXiv] 2026-01-13 | YaPO: Learnable Sparse Activation Steering Vectors for Domain Adaptation
[arXiv] 2026-01-13 | Protrusion Decompositions Revisited: Uniform Lossy Kernels for Reducing Treewidth and Linear Kernels for Hitting Disconnected Minors
[arXiv] 2026-01-13 | Taxon: Hierarchical Tax Code Prediction with Semantically Aligned LLM Expert Guidance
[arXiv] 2026-01-13 | Shadowing and the continuity of omega-limit sets
[arXiv] 2026-01-13 | The Chow Ring of the Hilbert Cube
[arXiv] 2026-01-13 | Optimal Discretization in Hour-Glass Molecular Clocks Driven by Oscillating Free Energy
[arXiv] 2026-01-13 | Square roots of complexified quaternions
[arXiv] 2026-01-13 | A dataflow programming framework for linear optical distributed quantum computing
[arXiv] 2026-01-13 | An Efficient Algorithm to Sample Quantum Low-Density Parity-Check Codes
[arXiv] 2026-01-13 | Training-Free Distribution Adaptation for Diffusion Models via Maximum Mean Discrepancy Guidance
[arXiv] 2026-01-13 | Measuring Nanoscale Torques with Cylindrical-Polarization-based Interferometric Scattering Microscopy
[arXiv] 2026-01-13 | A New Tool to Find Lightweight (And, Xor) Implementations of Quadratic Vectorial Boolean Functions up to Dimension 9
[arXiv] 2026-01-13 | Stratification for Nonlinear Semidefinite Programming
[arXiv] 2026-01-13 | Large earthquakes follow highly unequal ones
[arXiv] 2026-01-13 | Rank tests for time-varying covariance matrices observed under noise
[arXiv] 2026-01-13 | RotCurves: A PYTHON package for efficient modelling and fitting of galactic rotation curves at high-z
[arXiv] 2026-01-13 | MLPlatt: Simple Calibration Framework for Ranking Models
[arXiv] 2026-01-13 | When KV Cache Reuse Fails in Multi-Agent Systems: Cross-Candidate Interaction is Crucial for LLM Judges
[arXiv] 2026-01-13 | From Local Windows to Adaptive Candidates via Individualized Exploratory: Rethinking Attention for Image Super-Resolution
[arXiv] 2026-01-13 | Pursuing transparency: How research performing organizations in Germany collect data on publication costs
[arXiv] 2026-01-13 | Minimal Actuator Selection
[arXiv] 2026-01-13 | Adiabatic Lamb modes in 3D tapered waveguides: Cut-off effects and ZGV resonances
[arXiv] 2026-01-13 | On Robust Fixed-Time Stabilization of the Cauchy Problem in Hilbert Spaces
[arXiv] 2026-01-13 | APT-MCL: An Adaptive APT Detection System Based on Multi-View Collaborative Provenance Graph Learning
[arXiv] 2026-01-13 | Nodal-line-enhanced quantum geometric effects: anomalous and nonlinear Hall effects in the parity-mixed antiferromagnet NbMnP
[arXiv] 2026-01-13 | Deep Exploration of Epoch-wise Double Descent in Noisy Data: Signal Separation, Large Activation, and Benign Overfitting
[arXiv] 2026-01-13 | Bridging Elastic and Active Turbulence
[arXiv] 2026-01-13 | Efficient and broadband quantum frequency comb generation in a monolithic AlGaAs-on-insulator microresonator
[arXiv] 2026-01-13 | Correlations of the phase gradients of the light wave propagating in a turbulent medium in the regime of weak scintillations
[arXiv] 2026-01-13 | Data-Induced Groupings and How To Find Them
[arXiv] 2026-01-13 | Side-to-side Tiling of the Sphere by Congruent Curvilinear Triangles
[arXiv] 2026-01-13 | Incorporating Cognitive Biases into Reinforcement Learning for Financial Decision-Making
[arXiv] 2026-01-13 | FSAG: Enhancing Human-to-Dexterous-Hand Finger-Specific Affordance Grounding via Diffusion Models
[arXiv] 2026-01-13 | Temporal-Enhanced Interpretable Multi-Modal Prognosis and Risk Stratification Framework for Diabetic Retinopathy (TIMM-ProRS)
[arXiv] 2026-01-13 | Structural Dimension Reduction in Bayesian Networks
[arXiv] 2026-01-13 | GADPN: Graph Adaptive Denoising and Perturbation Networks via Singular Value Decomposition
[arXiv] 2026-01-13 | A Survey of Security Challenges and Solutions for UAS Traffic Management (UTM) and small Unmanned Aerial Systems (sUAS)
[arXiv] 2026-01-13 | Second-Generation Wavelet-inspired Tensor Product with Applications in Hyperspectral Imaging
[arXiv] 2026-01-13 | DNF: Dual-Layer Nested Fingerprinting for Large Language Model Intellectual Property Protection
[arXiv] 2026-01-13 | Ultraviolet Behavior of the Wheeler-DeWitt Equation in Horava-Lifshitz Gravity
[arXiv] 2026-01-13 | Adapting Rules of Official International Mahjong for Online Players
[arXiv] 2026-01-13 | Triplets Better Than Pairs: Towards Stable and Effective Self-Play Fine-Tuning for LLMs
[arXiv] 2026-01-13 | From Fixed to Flexible: Shaping AI Personality in Context-Sensitive Interaction
[arXiv] 2026-01-13 | Unified Multi-Site Multi-Sequence Brain MRI Harmonization Enriched by Biomedical Semantic Style
[arXiv] 2026-01-13 | Simulations for Augmented Reality Evaluation for Mass Casualty Incident Triage
[arXiv] 2026-01-13 | Autonomous Materials Exploration by Integrating Automated Phase Identification and AI-Assisted Human Reasoning
[arXiv] 2026-01-13 | Instruction-Driven 3D Facial Expression Generation and Transition
[arXiv] 2026-01-13 | The Impact of AI Generated Content on Decision Making for Topics Requiring Expertise
[arXiv] 2026-01-13 | VBO-MI: A Fully Gradient-Based Bayesian Optimization Framework Using Variational Mutual Information Estimation
[arXiv] 2026-01-13 | A Hardware-Algorithm Co-Designed Framework for HDR Imaging and Dehazing in Extreme Rocket Launch Environments
[arXiv] 2026-01-13 | Robust Subpixel Localization of Diagonal Markers in Large-Scale Navigation via Multi-Layer Screening and Adaptive Matching
[arXiv] 2026-01-13 | Enriching Semantic Profiles into Knowledge Graph for Recommender Systems Using Large Language Models
[arXiv] 2026-01-13 | Mechanisms are Transferable: Data-Efficient Low-Resource Adaptation via Circuit-Targeted Supervised Fine-Tuning
[arXiv] 2026-01-13 | Attention Projection Mixing and Exogenous Anchors
[arXiv] 2026-01-13 | Brownian motion of a rod threading through a ring with fixed ring-center
[arXiv] 2026-01-13 | Emergent Coordination in Multi-Agent Systems via Pressure Fields and Temporal Decay
[arXiv] 2026-01-13 | Structure Detection for Contextual Reinforcement Learning
[arXiv] 2026-01-13 | MirrorBench: An Extensible Framework to Evaluate User-Proxy Agents for Human-Likeness
[arXiv] 2026-01-13 | Spreading and absorption of silicone oil droplets on silicone elastomer films
[arXiv] 2026-01-13 | The Fractional Korn Inequality on Uniform Domains and New Korn Inequalities for Truncated Seminorms
[arXiv] 2026-01-13 | Older Adults' Preferences for Feedback Cadence from an Exercise Coach Robot
[arXiv] 2026-01-13 | An Optimal Observable Machine for reinterpretable measurements in high-energy physics
[arXiv] 2026-01-13 | Strong coupling expansion of $1\over 2$ BPS Wilson loop in SYM theory and 2-loop Green-Schwarz string in AdS$_5 \times $S$^5$
[arXiv] 2026-01-13 | Quantum Heegaard diagrams and knot Floer Homology
[arXiv] 2026-01-13 | Collapse of statistical equilibrium in large-scale hydroelastic turbulent waves
[arXiv] 2026-01-13 | Aggregating Diverse Cue Experts for AI-Generated Image Detection
[arXiv] 2026-01-13 | Bayesian umbrella quadrature accelerates free-energy calculations across diverse molecular systems and processes
[arXiv] 2026-01-13 | Single-Period Floquet Control of Bosonic Codes with Quantum Lattice Gates
[arXiv] 2026-01-13 | Uniqueness for embeddings of nuclear $C^*$-algebras into type II$_{1}$ factors
[arXiv] 2026-01-13 | Inferring Latent Intentions: Attributional Natural Language Inference in LLM Agents
[arXiv] 2026-01-13 | Dynamical stability by spin transfer in nearly isotropic magnets
[arXiv] 2026-01-13 | Model-Agnostic Solutions for Deep Reinforcement Learning in Non-Ergodic Contexts
[arXiv] 2026-01-13 | First direct electron temperature measurement in [O II] zone in I Zw 18
[arXiv] 2026-01-13 | Portfolio Optimization with 'Physical' Decision Variables and Non-Linear Performance Metrics: Diversification Challenge and Proposals
[arXiv] 2026-01-13 | Portable Single-Beam Atomic Total-Field Magnetometer for Stand-off Magnetic Sensing
[arXiv] 2026-01-13 | Real-Time Localization Framework for Autonomous Basketball Robots
[arXiv] 2026-01-13 | Evaluating the Ability of Explanations to Disambiguate Models in a Rashomon Set
[arXiv] 2026-01-13 | Novel Dynamical Systems with Finite-Time and Fixed-Time Stability for Generalized Inverse Mixed Variational Inequality Problems
[arXiv] 2026-01-13 | Broadband wide-view all-dielectric handedness-preserving mirror
[arXiv] 2026-01-13 | LLMs in Code Vulnerability Analysis: A Proof of Concept
[arXiv] 2026-01-13 | MEMEWEAVER: Inter-Meme Graph Reasoning for Sexism and Misogyny Detection
[arXiv] 2026-01-13 | PersonaDual: Balancing Personalization and Objectivity via Adaptive Reasoning
[arXiv] 2026-01-13 | Além do Desempenho: Um Estudo da Confiabilidade de Detectores de Deepfakes
[arXiv] 2026-01-13 | The Radial Spanning Tree is straight in all dimensions
[arXiv] 2026-01-13 | On theta function expressions of cyclic products of fermion correlation functions in genus two
[arXiv] 2026-01-13 | Tailored Immersive Environments: Advancing Neurodivergent Support Through Virtual Reality
[arXiv] 2026-01-13 | Percentile-based probabilistic optimization for systematic and random uncertainties in radiation therapy
[arXiv] 2026-01-13 | Robust low-rank estimation with multiple binary responses using pairwise AUC loss
[arXiv] 2026-01-13 | Parameterized families of 2+1d $G$-cluster states
[arXiv] 2026-01-13 | Accelerated Methods with Complexity Separation Under Data Similarity for Federated Learning Problems
[arXiv] 2026-01-13 | Permutation Inference under Multi-way Clustering and Missing Data
[arXiv] 2026-01-13 | The signless Laplacian spectral Turán problems for hypergraphs
[arXiv] 2026-01-13 | Differentiating through Stochastic Differential Equations: A Primer
