[2025-12-25 09:12:47] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-24
正在获取论文...
[arXiv] 2025-12-24 | UniPR-3D: Towards Universal Visual Place Recognition with Visual Geometry Grounded Transformer
[arXiv] 2025-12-24 | Assessing systematic uncertainties from spectral re-analysis of Cyg X-1 with different coronal geometries
[arXiv] 2025-12-24 | Acoustic gravitational waves from primordial curvature perturbations
[arXiv] 2025-12-24 | UltraShape 1.0: High-Fidelity 3D Shape Generation via Scalable Geometric Refinement
[arXiv] 2025-12-24 | HiStream: Efficient High-Resolution Video Generation via Redundancy-Eliminated Streaming
[arXiv] 2025-12-24 | Optimizing Decoding Paths in Masked Diffusion Models by Quantifying Uncertainty
[arXiv] 2025-12-24 | Mixing time of the random walk on the giant component of the random geometric graph
[arXiv] 2025-12-24 | Large time behavior of the solution to the Cauchy problem for the discrete p-Laplacian with density on infinite graphs
[arXiv] 2025-12-24 | Regularity of Einstein 5-manifolds via 4-dimensional gap theorems
[arXiv] 2025-12-24 | Universality of equilibration dynamics after quantum quenches
[arXiv] 2025-12-24 | On Rayleigh scattering in the massless Nelson model
[arXiv] 2025-12-24 | A Note on Publicly Verifiable Quantum Money with Low Quantum Computational Resources
[arXiv] 2025-12-24 | AndroidLens: Long-latency Evaluation with Nested Sub-targets for Android GUI Agents
[arXiv] 2025-12-24 | Integral modelling of weakly evaporating 3D liquid film with variable substrate heating
[arXiv] 2025-12-24 | Changes in R Leonis over Two Centuries: Period evolution and dust shell development
[arXiv] 2025-12-24 | GriDiT: Factorized Grid-Based Diffusion for Efficient Long Image Sequence Generation
[arXiv] 2025-12-24 | Impulsive delay differential inclusions applied to optimization problems
[arXiv] 2025-12-24 | ZTF SN Ia DR2 follow-up: Characterization of subluminous Type Ia supernovae in the ZTF DR2 full sample
[arXiv] 2025-12-24 | Win rates at first-passage times for biased simple random walks
[arXiv] 2025-12-24 | Uncertainty in security: managing cyber senescence
[arXiv] 2025-12-24 | Learning Factors in AI-Augmented Education: A Comparative Study of Middle and High School Students
[arXiv] 2025-12-24 | Perfect codes and regular sets in vertex-transitive graphs
[arXiv] 2025-12-24 | Improving the Convergence Rate of Ray Search Optimization for Query-Efficient Hard-Label Attacks
[arXiv] 2025-12-24 | Minijets and Broken Stationarity in a Blazar : Novel Insights into the Origin of $γ$-ray Variability in CTA 102
[arXiv] 2025-12-24 | Gravitational open effective field theory of inflation
[arXiv] 2025-12-24 | MiST: Understanding the Role of Mid-Stage Scientific Training in Developing Chemical Reasoning Models
[arXiv] 2025-12-24 | Observation of High-Order Anisotropic Magnetoresistance in a Cubic Ferromagnet
[arXiv] 2025-12-24 | Microtopia: Exploring the Impact of Interdisciplinary Projects on Ethnic Minority Female Pupils' Perceptions of Computer Science
[arXiv] 2025-12-24 | 3D cavity-based graphene superconducting quantum circuits in two-qubit architectures
[arXiv] 2025-12-24 | Analytic and Variational Stability of Deep Learning Systems
[arXiv] 2025-12-24 | Can Randomness lead to non-anarchical mixing angles ?
[arXiv] 2025-12-24 | A Multimodal Human-Centered Framework for Assessing Pedestrian Well-Being in the Wild
[arXiv] 2025-12-24 | Controlling photothermal forces and backaction in nano-optomechanical resonators through strain engineering
[arXiv] 2025-12-24 | An O($nlogn$) approximate knapsack algorithm
[arXiv] 2025-12-24 | Adjusted Kolmogorov Complexity of Binary Words with Empirical Entropy Normalization
[arXiv] 2025-12-24 | From logarithmic Hilbert schemes to degenerations of hyperkähler varieties
[arXiv] 2025-12-24 | Long-Time Existence and Behavior of Solutions to the Inhomogeneous Kinetic FPU Equation
[arXiv] 2025-12-24 | Towards Arbitrary Motion Completing via Hierarchical Continuous Representation
[arXiv] 2025-12-24 | Rational Homotopy Equivalence
[arXiv] 2025-12-24 | Coupled-wire construction of non-Abelian higher-order topological phases
[arXiv] 2025-12-24 | Multi-Tau Pulsed Illumination Differential Dynamic Microscopy with 80 $μ$s Resolution
[arXiv] 2025-12-24 | Globalization of partial monoid actions via abstract rewriting systems
[arXiv] 2025-12-24 | Quasi-Hilbert rings and Ratliff-Rush filtrations
[arXiv] 2025-12-24 | (Lovelock)$^2$ inflation: explaining the ACT data and equivalence to Higgs-Gauss-Bonnet inflation
[arXiv] 2025-12-24 | A Community-Enhanced Graph Representation Model for Link Prediction
[arXiv] 2025-12-24 | ElfCore: A 28nm Neural Processor Enabling Dynamic Structured Sparse Training and Online Self-Supervised Learning with Activity-Dependent Weight Update
[arXiv] 2025-12-24 | Equilibrium investment under dynamic preference uncertainty
[arXiv] 2025-12-24 | Encrypted Traffic Detection in Resource Constrained IoT Networks: A Diffusion Model and LLM Integrated Framework
[arXiv] 2025-12-24 | Quantum Origin of Classical Background Fields from Coherent States: A First-Principles Formulation in QED
[arXiv] 2025-12-24 | Statistical and computational challenges in ranking
[arXiv] 2025-12-24 | Ferromagnetic interface engineering of spin-charge conversion in RuO$_2$
[arXiv] 2025-12-24 | Optical Detection and Manipulation of Pseudospin Orders in Wigner Crystals
[arXiv] 2025-12-24 | UniRec-0.1B: Unified Text and Formula Recognition with 0.1B Parameters
[arXiv] 2025-12-24 | Renormalized tropical field theory
[arXiv] 2025-12-24 | GenTSE: Enhancing Target Speaker Extraction via a Coarse-to-Fine Generative Language Model
[arXiv] 2025-12-24 | XGrid-Mapping: Explicit Implicit Hybrid Grid Submaps for Efficient Incremental Neural LiDAR Mapping
[arXiv] 2025-12-24 | SPOT!: Map-Guided LLM Agent for Unsupervised Multi-CCTV Dynamic Object Tracking
[arXiv] 2025-12-24 | Generalised Linear Models in Deep Bayesian RL with Learnable Basis Functions
[arXiv] 2025-12-24 | Isometric Structure in Noncommutative Symmetric Spaces
[arXiv] 2025-12-24 | Time-Bucketed Balance Records: Bounded-Storage Ephemeral Tokens for Resource-Constrained Systems
[arXiv] 2025-12-24 | Diving into 3D Parallelism with Heterogeneous Spot Instance GPUs: Design and Implications
[arXiv] 2025-12-24 | Foundation Model-based Evaluation of Neuropsychiatric Disorders: A Lifespan-Inclusive, Multi-Modal, and Multi-Lingual Study
[arXiv] 2025-12-24 | The throttling refrigeration system for the large cooling power recovery of the PandaX-xT cryogenic distillation system for radon removal
[arXiv] 2025-12-24 | SLIDE: Simultaneous Model Downloading and Inference at the Wireless Network Edge
[arXiv] 2025-12-24 | Mid-IR luminosity functions: inferred dusty cosmic star-formation and black hole accretion histories from the JWST SMILES
[arXiv] 2025-12-24 | Reasoning-Driven Amodal Completion: Collaborative Agents and Perceptual Evaluation
[arXiv] 2025-12-24 | Evidence for Clean d-wave Superconductivity in Samarium Nickelates
[arXiv] 2025-12-24 | Invariant Feature Extraction Through Conditional Independence and the Optimal Transport Barycenter Problem: the Gaussian case
[arXiv] 2025-12-24 | Tutorial on Superconducting Quantum Circuits: From Basics to Applications
[arXiv] 2025-12-24 | When Experts Speak:Sequential LLM-Bayesian Learning for Startup Success Prediction
[arXiv] 2025-12-24 | Accurate and Diverse Recommendations via Propensity-Weighted Linear Autoencoders
[arXiv] 2025-12-24 | Time-Efficient Evaluation and Enhancement of Adversarial Robustness in Deep Neural Networks
[arXiv] 2025-12-24 | Stretchable and High-Precision Optical Tactile Sensor for Trajectory Tracking of Parallel Mechanisms
[arXiv] 2025-12-24 | Spin and Orbital Angular Momentum Polarization in Thouless Topological Charge Pumping
[arXiv] 2025-12-24 | Better Call Graphs: A New Dataset of Function Call Graphs for Malware Classification
[arXiv] 2025-12-24 | In-Place BWT and Lyndon Array Construction in Constant Space
[arXiv] 2025-12-24 | Early warning signals for loss of control
[arXiv] 2025-12-24 | (Im)possibility of Incentive Design for Challenge-based Blockchain Protocols
[arXiv] 2025-12-24 | Formulation of Relativistic Dissipative Spin Hydrodynamics
[arXiv] 2025-12-24 | Extending Results on Wilf-Equivalence of Partial Shuffles
[arXiv] 2025-12-24 | Understanding Scaling Laws in Deep Neural Networks via Feature Learning Dynamics
[arXiv] 2025-12-24 | The Degenerate Three-Variable Hermite-Based Apostol-Frobenius-type Poly-Genocchi Polynomials with Parameters a and b
[arXiv] 2025-12-24 | LSTM-Based Modeling and Reinforcement Learning Control of a Magnetically Actuated Catheter
[arXiv] 2025-12-24 | Two-level D- and A-optimal designs of Ehlich type with run sizes three more than a multiple of four
[arXiv] 2025-12-24 | Rayleigh-Plateau instability of an elasto-viscoplastic filament
[arXiv] 2025-12-24 | Generation of hallow vector beam by high-order cylindrical vector beams
[arXiv] 2025-12-24 | Acetaldehyde as a molecule for testing variations of electron-to-proton mass ratio
[arXiv] 2025-12-24 | Emergence of Friedel-like oscillations from Lorenz dynamics in walking droplets
[arXiv] 2025-12-24 | Synthetic Fluency and Epistemic Offloading in Undergraduate Mathematics in the Age of AI
[arXiv] 2025-12-24 | A Large-Depth-Range Layer-Based Hologram Dataset for Machine Learning-Based 3D Computer-Generated Holography
[arXiv] 2025-12-24 | Black hole as a multipartite entangler: multi-entropy in AdS${}_3$/CFT${}_2$
[arXiv] 2025-12-24 | Learning the Macroeconomic Language
[arXiv] 2025-12-24 | Rethinking Supervised Fine-Tuning: Emphasizing Key Answer Tokens for Improved LLM Accuracy
[arXiv] 2025-12-24 | On the Euclidean Distance Degree of Quadratic Two-Neuron Neural Networks
[arXiv] 2025-12-24 | FluencyVE: Marrying Temporal-Aware Mamba with Bypass Attention for Video Editing
[arXiv] 2025-12-24 | Black Hole Evaporation Driven by Non-Thermal Squeezing Through SNS and CSNS Dynamics
[arXiv] 2025-12-24 | Precise quantum control of unidirectional field-free molecular orientation
[arXiv] 2025-12-24 | Toeplitz and symmetric Toeplitz determinants for inverse functions of certain classes of univalent functions
[arXiv] 2025-12-24 | Learning from Next-Frame Prediction: Autoregressive Video Modeling Encodes Effective Representations
[arXiv] 2025-12-24 | Experimental realization of Energy modulation of high-order R-TEM laser modes in Radially polarized cylindrical vector beam
[arXiv] 2025-12-24 | A compendium of research in operator algebras and operator theory
[arXiv] 2025-12-24 | Collective behavior of independent scaled Brownian particles with renewal resetting
[arXiv] 2025-12-24 | Hamiltonian-Informed Point Group Symmetry-Respecting Ansatz for Variational Quantum Eigensolver
[arXiv] 2025-12-24 | Co-Existence of Private 5G Network and Wireless Hospital Systems
[arXiv] 2025-12-24 | Blurb-Refined Inference from Crowdsourced Book Reviews using Hierarchical Genre Mining with Dual-Path Graph Convolutions
[arXiv] 2025-12-24 | Circular foliations and shear-radius coordinates on Teichmüller spaces of hyperbolic cone surfaces
[arXiv] 2025-12-24 | From cluster to nanocrystal: the continuous evolution and critical size of copper clusters revealed by machine learning
[arXiv] 2025-12-24 | Multimodal Skeleton-Based Action Representation Learning via Decomposition and Composition
[arXiv] 2025-12-24 | The Ozone groups of PI Artin-Schelter regular algebras are abelian
[arXiv] 2025-12-24 | Making AI Work: An Autoethnography of a Workaround in Higher Education
[arXiv] 2025-12-24 | DexAvatar: 3D Sign Language Reconstruction with Hand and Body Pose Priors
[arXiv] 2025-12-24 | Next-Scale Prediction: A Self-Supervised Approach for Real-World Image Denoising
[arXiv] 2025-12-24 | Robust photon blockade with hybrid molecular optomechanics
[arXiv] 2025-12-24 | Quantum Homotopy Algorithm for Solving Nonlinear PDEs and Flow Problems
[arXiv] 2025-12-24 | Multi-Attribute guided Thermal Face Image Translation based on Latent Diffusion Model
[arXiv] 2025-12-24 | Critical Points of Degenerate Metrics on Algebraic Varieties: A Tale of Overparametrization
[arXiv] 2025-12-24 | Categorification of Chromatic, Dichromatic and Penrose Polynomials
[arXiv] 2025-12-24 | Policy-Conditioned Policies for Multi-Agent Task Solving
[arXiv] 2025-12-24 | Towards Better Search with Domain-Aware Text Embeddings for C2C Marketplaces
[arXiv] 2025-12-24 | Fundamental Phase Noise in Thin Film Lithium Niobate Resonators
[arXiv] 2025-12-24 | Granular-ball Guided Masking: Structure-aware Data Augmentation
[arXiv] 2025-12-24 | GateBreaker: Gate-Guided Attacks on Mixture-of-Expert LLMs
[arXiv] 2025-12-24 | Universality and Criticality in Mass-less Scalar Field Collapse
[arXiv] 2025-12-24 | TrafficSimAgent: A Hierarchical Agent Framework for Autonomous Traffic Simulation with MCP Control
[arXiv] 2025-12-24 | Mental Health Self-Disclosure on Social Media throughout the Pandemic Period
[arXiv] 2025-12-24 | A Blockchain-Monitored Agentic AI Architecture for Trusted Perception-Reasoning-Action Pipelines
[arXiv] 2025-12-24 | Knowledge-Driven 3D Semantic Spectrum Map: KE-VQ-Transformer Based UAV Semantic Communication and Map Completion
[arXiv] 2025-12-24 | Velocity dip in turbulent mixed convection of an open Poiseuille-Rayleigh-Bénard channel
[arXiv] 2025-12-24 | Universal Transient Stability Analysis: A Large Language Model-Enabled Dynamics Prediction Framework
[arXiv] 2025-12-24 | Fairness in the k-Server Problem
[arXiv] 2025-12-24 | ReACT-Drug: Reaction-Template Guided Reinforcement Learning for de novo Drug Design
[arXiv] 2025-12-24 | Solving Functional PDEs with Gaussian Processes and Applications to Functional Renormalization Group Equations
[arXiv] 2025-12-24 | The polar IL Leo in a low accretion state
[arXiv] 2025-12-24 | MultiMind at SemEval-2025 Task 7: Crosslingual Fact-Checked Claim Retrieval via Multi-Source Alignment
[arXiv] 2025-12-24 | AirGS: Real-Time 4D Gaussian Streaming for Free-Viewpoint Video Experiences
[arXiv] 2025-12-24 | Stochastic well-structured transition systems
[arXiv] 2025-12-24 | Pioneering Multimodal Emotion Recognition in the Era of Large Models: From Closed Sets to Open Vocabularies
[arXiv] 2025-12-24 | An Ando-type dilation on right LCM monoids
[arXiv] 2025-12-24 | Clever Hans in Chemistry: Chemist Style Signals Confound Activity Prediction on Public Benchmarks
[arXiv] 2025-12-24 | Expanding Asteroseismic Studies in Star Clusters Using NASA's TESS and ESA's Gaia Missions
[arXiv] 2025-12-24 | A Unified Inference Method for FROC-type Curves and Related Summary Indices
[arXiv] 2025-12-24 | RevFFN: Memory-Efficient Full-Parameter Fine-Tuning of Mixture-of-Experts LLMs with Reversible Blocks
[arXiv] 2025-12-24 | AI-Accelerated Qubit Readout at the Single-Photon Level for Scalable Atomic Quantum Processors
[arXiv] 2025-12-24 | MMSRARec: Summarization and Retrieval Augumented Sequential Recommendation Based on Multimodal Large Language Model
[arXiv] 2025-12-24 | Where Did This Sentence Come From? Tracing Provenance in LLM Reasoning Distillation
[arXiv] 2025-12-24 | DiEC: Diffusion Embedded Clustering
[arXiv] 2025-12-24 | Mathematical Analysis of Symmetry-Protected Bound States in the Continuum in Waveguide Arrays
[arXiv] 2025-12-24 | Considering lensing effect on gravitational wave signals from black holes in mass gap
[arXiv] 2025-12-24 | Quantum-classical algorithm for Ewald summation based computation of long-range electrostatics
[arXiv] 2025-12-24 | Total colouring of circulant graphs $C_{n}(1, 3)$
[arXiv] 2025-12-24 | Proprioception Enhances Vision Language Model in Generating Captions and Subtask Segmentations for Robot Task
[arXiv] 2025-12-24 | When Future Communications Shift Toward Narrow Beams: A Forward Looking Survey on Pointing Errors and Alignment Limits
[arXiv] 2025-12-24 | Systemization of Knowledge: Resilience and Fault Tolerance in Cyber-Physical Systems
