[2025-12-13 09:09:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-12
正在获取论文...
[ACM] 2025-12-12 | Datalog-Expressibility for Monadic and Guarded Second-Order Logic
[IEEE] 2025-12-12 | Online Optimization of Pickup and Delivery Problems Considering Traffic Congestion Prediction
[IEEE] 2025-12-12 | Design an AI-Assisted PC Building Interface to Promote User Understanding Through Guided Assembly and Monitoring
[IEEE] 2025-12-12 | Estimating Subjective Intelligibility of Deaf and Hard-of-Hearing Speech with Neural Networks
[IEEE] 2025-12-12 | Electric-thermal long-term behavior of compression connections with transmission line conductors at realistic outdoor conditions
[ACM] 2025-12-12 | Foundation Models for Semantic Segmentation of Thick/Thin Clouds and Cloud-shadows: A Comparative Study
[ACM] 2025-12-12 | Partitioning Areas With Obstacles for Fleet of Drones
[ACM] 2025-12-12 | CHItaly 2025: Technologies and Methodologies of Human-Computer Interaction in the Third Millennium
[ACM] 2025-12-12 | A Sentinel-2 Benchmark and Deep-Learning Study for Wildfire Damage Mapping [Experiment]
[ACM] 2025-12-12 | HydroChronos: Forecasting Decades of Surface Water Change
[ACM] 2025-12-12 | MambaLoc: Lightweight Indoor Localization For Unmanned Vehicles Using Cross-Modal Knowledge Distillation
[ACM] 2025-12-12 | Reducing Street Parking Search Time via Smart Assignment Strategies
[ACM] 2025-12-12 | Generative AI in Map-Making: A Technical Exploration and Its Implications for Cartographers
[IEEE] 2025-12-12 | Semisupervised High-Order Graph Diffusion Network for Cross-Domain Fault Diagnosis of Rotating Machinery_supp1-3638241.pdf
[IEEE] 2025-12-12 | DuaDiff: Dual-Conditional Diffusion Model for Guided Thermal Image Super-Resolution_supp1-3640168.pdf
[IEEE] 2025-12-12 | Hardware Trojan Object Detection Based on Bidirectional Graph Neural Networks
[IEEE] 2025-12-12 | Community-Aware Multi-View Representation Learning With Incomplete Information
[IEEE] 2025-12-12 | Lightweight AI-Driven Model for Phishing Detection with Hash-Augmented Feature Embeddings
[IEEE] 2025-12-12 | Small Obstacle-Aware Person-Following for Mobile Robots Using Vision-Based Segmentation
[IEEE] 2025-12-12 | 2025 IEEE 14th Global Conference on Consumer Electronics (GCCE)
[IEEE] 2025-12-12 | Cost-Efficient Wideband Beam Training: A 3D Controllable Beam Squint Approach
[IEEE] 2025-12-12 | Optimization of H264 and 5G QoS parameters for a multi-agent live video streaming service
[IEEE] 2025-12-12 | Improving Motion Classification in Electric Prosthetics with Feature Selection and Piezoelectric Wire Sensors
[IEEE] 2025-12-12 | 3D Gaussian Splatting With Semantic Information Based on Semantic Class Labels
[IEEE] 2025-12-12 | Improving Speech-to-Speech Translation with Word-Level Data Augmentation
[IEEE] 2025-12-12 | A4FN: an Agentic AI Architecture for Autonomous Flying Networks
[ACM] 2025-12-12 | ALAS: A Stateful Multi-LLM Agent Framework for Disruption-Aware Planning
[IEEE] 2025-12-12 | Gentle Object Retraction in Dense Clutter Using Multimodal Force Sensing and Imitation Learning_supp1-3643332.mp4
[IEEE] 2025-12-12 | VEHFSL: Hybrid Federated Split Learning for Resource-Constrained Vehicular Networks
[IEEE] 2025-12-12 | Efficient Transformed Gaussian Process State-Space Models for Non-Stationary High-Dimensional Dynamical Systems
[IEEE] 2025-12-12 | Front Cover
[IEEE] 2025-12-12 | Cascaded Neural Network-based Assessment of Voltage Stability Margin in a Renewable-rich Indian Power System
[IEEE] 2025-12-12 | Blank Page
[ACM] 2025-12-13 | Sound’s Influences on Perceptions of Anthropomorphism and Animacy in Interfaces
[ACM] 2025-12-13 | Non/Repeat: Three Case Studies of Non-linear Live-Music Practices
[ACM] 2025-12-12 | Leveraging Kubernetes at MEC for Vehicular CAN Bus Data Collection
[IEEE] 2025-12-12 | Systematic Analysis of Pump Current and Pulse Performance in 4H-SiC Drift Step Recovery Diodes
[IEEE] 2025-12-12 | Mechanically Reconfigurable Reflective-Mode Phase-Variation Sensors: A Strategy for Sensitivity Optimization and Control
[IEEE] 2025-12-12 | Sensitivity Analysis of Temporal Sensory Responses on Preference: Application to Coffee
[IEEE] 2025-12-12 | Optimizing Sensor Data Compression and Digital Twin Synchronization via a Stackelberg Game
[IEEE] 2025-12-12 | A Thermal Image-Based Lightweight Framework for Human Pose Estimation
[IEEE] 2025-12-12 | Transmission characteristics of coplanar waveguides using ITO transparent conductive films
[IEEE] 2025-12-12 | License Plate Recognition Using Deep Learning to Manage Overtourism: a Case Study of Shirakawa-go Parking Areas
[IEEE] 2025-12-12 | Physiological Sensing and Machine Learning Approaches Toward Anxiety Detection: A Systematic Review
[IEEE] 2025-12-12 | Detecting Multiple Targets with Distributed Sensing and Communication in Cell-Free Massive MIMO
[IEEE] 2025-12-12 | Retrieval-Augmented Simulacra: Generative Agents for Up-to-date and Knowledge-Adaptive Simulations
[IEEE] 2025-12-12 | A Posture Estimation of the Avatar’s Upper Body in Semi-Posture and Semi-Constrained States
[IEEE] 2025-12-12 | Joint UAV Trajectory Planning and LEO Satellite Selection for Data Offloading in Space-Air-Ground Integrated Networks
[IEEE] 2025-12-12 | On the Generation of Face Morphs by Inversion of Optimal Morph Embeddings
[IEEE] 2025-12-12 | An Adaptive Robot Search Algorithm for Balancing Exploitation and Exploration in Indoor Intermittent Source Seeking_supp1-3632565.pdf
[IEEE] 2025-12-12 | Physics-Guided Diffusion Models for 3D Reconstruction Framework in Lung Electrical Impedance Tomography
[IEEE] 2025-12-12 | Validation of Measurement Stability in a Smart Handgrip Device: Comparison with the Jamar Hydraulic Hand Dynamometer
[IEEE] 2025-12-12 | Fundamental Study on Measurement Methods for Percussion Testing Using Musical Signals
[IEEE] 2025-12-12 | AI-Driven Visual Features and Publication Strategies: Understanding Reader Engagement Through Japanese Magazine Covers
[IEEE] 2025-12-12 | Sensing Topology Management in 6G Integrated Sensing and Communications Systems
[IEEE] 2025-12-12 | WHALE: A Novel Resource Allocation Framework for C-RAN with Load Prediction and Handoff Optimization
[IEEE] 2025-12-12 | Enhancing Fabric Image Realism on Touch Panels Through Low-Frequency Tactile Friction Stimuli
[IEEE] 2025-12-12 | Seed Selection for Human-Oriented Image Reconstruction via Guided Diffusion
[IEEE] 2025-12-12 | Electromagnetic compatibility assessment of air-rail intermodal transport: A case study on LOC signal interference from electrified railway pantograph arc
[IEEE] 2025-12-12 | EEG-based Cross-subject Prediction for Consciousness State Transitions under Sedation using a Deep Learning Framework
[IEEE] 2025-12-12 | Adaptive Incentive Design With Learning Agents
[IEEE] 2025-12-12 | Deep Decoupled Heterogeneous Delayed Reservoir Computing Based on 2-D Discrete Memristor Hyperchaotic Maps
[IEEE] 2025-12-12 | A Cross-Domain Corrosion Identification Algorithm of Aircraft Structures Based on Domain Adaptation Regression
[IEEE] 2025-12-12 | Flexible LIG Pressure Sensor Incorporating a PVA-Based Conical Microstructured Layer Fabricated via Flash Foam Stamp Technique_supp2-3640932.mp4
[IEEE] 2025-12-12 | MG-LLaVA: Towards Multi-Granularity Visual Instruction Tuning
[IEEE] 2025-12-12 | Genetic Algorithm Optimization of Attention-Enhanced Transfer Learning for Eggshell Color Classification
[IEEE] 2025-12-12 | Toward Quantum-Safe Scalable Networks: An Open, Standards-Aware Key Management Framework
[ACM] 2025-12-12 | Spatial Inference on Phylogenetic Trees
[ACM] 2025-12-12 | One Model, Many Cities: A Transferable Social Relationship Inference Framework for Human Mobility Data
[ACM] 2025-12-12 | Analysis of Artifacts of Parallel Micro-Traffic Simulation
[ACM] 2025-12-12 | Fine-Scale Soil Mapping in Alaska with Multimodal Machine Learning
[ACM] 2025-12-12 | EvaMAE: How Helpful Are DEM Data in Enhancing Geo-Foundation Models for Earth Imagery?
[IEEE] 2025-12-12 | Multi-Agent Reinforcement Learning with Transformer-based Spatio-temporal Fusion for Autonomous Driving in Mixed Traffic
[IEEE] 2025-12-12 | Optimization of Multi-impurity Water Network based on GSA with Adaptive Adjustment of Gravitational and Repulsive Forces
[IEEE] 2025-12-12 | Mutual Deep Q Networks (Mut-DQN): Reinforce Mutually with Multi-agents to Enhance Generalization
[IEEE] 2025-12-12 | Optimal Design of Orthogonal Phase-Coded Waveforms for MIMO Radar Based on an Improved Genetic Algorithm
[IEEE] 2025-12-12 | A Self-Contrastive Learning-Based Method for Small Pipeline Leak Detection
[IEEE] 2025-12-12 | Extending gem5 with a Developer-Centric IDE for SoC Architecture Simulation
[IEEE] 2025-12-12 | Design Tradeoffs for Quantum Time Synchronization in Future Industrial Networks under Classical Channel Latency and Security
[IEEE] 2025-12-12 | Mineral Mapping Using Artificial Neural Networks
[IEEE] 2025-12-12 | Effects of Carbonation Intensity on Brain Activity During Swallowing
[IEEE] 2025-12-12 | AI-Driven Sentiment Analysis for Cryptocurrency Price Forecasting using GreedyBoost
[IEEE] 2025-12-12 | PIMRC 2025 Opinion
[IEEE] 2025-12-12 | Authors
[IEEE] 2025-12-12 | Challenges and Opportunities in Signal Processing for Radar-Based Vital Sign Monitoring in Home Care Scenarios: A Scoping Review
[IEEE] 2025-12-12 | A Probabilistic Diffusion Framework for Detecting Academic Stress-Induced Abnormalities in ECG Signals
[IEEE] 2025-12-12 | A Convolutional Vision Transformer with Channel Attention for Multi-Class Alzheimer's Disease Classification Using MRI
[IEEE] 2025-12-12 | Positioning Error Bound Analysis for Wireless System Using Bidirectional Leaky Coaxial Cable
[IEEE] 2025-12-12 | Time-Domain Sound Field Estimation Using 3D-CNN for Sound Field Reproduction*
[IEEE] 2025-12-12 | Integrated Web Based Augmented Reality (AR) and AI for Immersive Booking Experience
[IEEE] 2025-12-12 | Low-Complexity Determination of Downlink Timing Offset and Doppler Shift in LEO Satellite Channels
[IEEE] 2025-12-12 | A Parallel System Framework and Practice for the Magnetic Levitation Rotary Machinery
[IEEE] 2025-12-12 | Risk Analysis of Vehicle Rollover Accidents Caused by Wind Using Digital Twin Technology
[IEEE] 2025-12-12 | Mobility Enhancements in 3GPP: Toward Rel-20 and Beyond
[IEEE] 2025-12-12 | Construction and Validation of a Slip Ring Test Bench Using 50 Years of Data
[IEEE] 2025-12-12 | Clutter Suppression in Bistatic ISAC with Joint Angle and Doppler Estimation
[IEEE] 2025-12-12 | Efficient Dynamic Beamforming Activation for UAV-Enabled Vehicular Networks
[IEEE] 2025-12-12 | Subspace Aware Multi-Target Detection and Parameter Estimation for Hybrid MIMO Based ISAC
[IEEE] 2025-12-12 | Application of Principal Component Analysis in Hyperspectral Analysis of Rubber Materials
[IEEE] 2025-12-12 | Sentiment and User-interaction Analysis on YouTube Comments of Trending Videos Using DistilBERT and TF-IDF
[IEEE] 2025-12-12 | Comparative Study of Gradient-Based Massive MIMO Linear Detection Algorithms
[IEEE] 2025-12-12 | CYPHONIC Adapter Enhancement for Supporting Multiple General Nodes
[IEEE] 2025-12-12 | Integrated Navigation and Communication: OFDM-MIMO Signal Frame Design with NOMA and Adaptive Power Allocation
[IEEE] 2025-12-12 | STAMP-NET: A Spatio-Temporal Attention Network with Multi-Modal Price Integration for Electric Vehicle Charging Load Forecasting
[IEEE] 2025-12-12 | Distributed Beamforming with Incomplete Channel State Information in MISO Networks via GNNs
[IEEE] 2025-12-12 | Hyperparameter Tuning of LSTM Load Forecasting Model Based on Segmented Bayesian Optimization
[IEEE] 2025-12-12 | Measurement of Arc Flash Incident Energy in Low-Voltage Three-Phase Panels Using an Optical Calorimeter
[IEEE] 2025-12-12 | Vulnerability Analysis for Explosion and Fire Scenarios in Power Transformers
[IEEE] 2025-12-12 | Independent Low-Rank Matrix Analysis for Fast Joint Blind Source Extraction and Dereverberation in Diffuse Noise Environments
[ACM] 2025-12-12 | Authors’ Biography/Index
[ACM] 2025-12-12 | Preface
[ACM] 2025-12-13 | The Conduction Series: Live Collaborative Transmission Art across Borders
[ACM] 2025-12-13 | A Sensor is not a Sensor: Diffracting the Preservation of Sonic Microinteraction with the SiFiBand
[ACM] 2025-12-13 | Spatial Audio Paths – Spatial Expressiveness of Immersive 3D Audio Trajectory Editing
[ACM] 2025-12-12 | Proceedings of the 15th International Conference on the Internet of Things
[ACM] 2025-12-12 | Streamlining ML Training in Kubernetes: An MLOps Architecture with Kubeflow
[ACM] 2025-12-12 | Currus - A Compound AI Approach to Distributed Vehicle Trajectory Reconstruction in the Edge-Cloud
[ACM] 2025-12-12 | ChatfAIry: An IoT-based Platform with AI Partners to Promote Remote Informal Communication
[ACM] 2025-12-12 | Unlocking AIoT Efficiency in the Computing Continuum - the PANDORA framework
[IEEE] 2025-12-12 | An Efficient Blended Staggered Double Vane Slow Wave Structure for 1 THz TWT
[IEEE] 2025-12-12 | A rapid temperature rise testing scheme and device for low-voltage switchgear
[IEEE] 2025-12-12 | Smart camera-based real-time 2D arm gesture detection: A fuzzy logic and CNN approach
[IEEE] 2025-12-12 | Practical evaluation of the time drift of measurement standards in calibration laboratory
[IEEE] 2025-12-12 | Improved Knowledge Distillation Based on Global Latent Workspace With Multimodal Knowledge Fusion for Understanding Topological Guidance on Wearable Sensor Data
[IEEE] 2025-12-12 | Parameter-Optimal Adaptive Layer Mapping: A Transferability-Guided View for Cross-Domain Fault Diagnosis
[IEEE] 2025-12-12 | A Foundation Model for Massive MIMO Precoding with an Adaptive Per-User Rate-Power Tradeoff
[IEEE] 2025-12-12 | GMIML: Graph Multi-Instance Multi-Label Learning
[IEEE] 2025-12-12 | Modular Interface Design for a Dual-Role sEMG Platform: A Usability-Oriented Study
[IEEE] 2025-12-12 | Dynamic Real-time Learning of Electromagnetic Interference Parameters for Drone Crashing Attack
[IEEE] 2025-12-12 | Harmonizing Flexibility and Intelligence: RIS-Aided Flexible Intelligent Metasurface Systems
[IEEE] 2025-12-12 | Effects of Surface Texture and Grasping Force of a Myoelectric Prosthetic Hand on Others
[IEEE] 2025-12-12 | Suggestion of Pseudo-3D Video Learning Materials Using MR Technology and Omnidirectional Camera
[IEEE] 2025-12-12 | Data Market Sustainability: An Agent-Based Simulation of Trust and Resale
[IEEE] 2025-12-12 | A Study on Improving the Accuracy of Person Identification by Using Learning Methods
[IEEE] 2025-12-12 | Development and Initial Evaluation of a Food Intake Ratio Estimation System for Welfare Facilities
[IEEE] 2025-12-12 | Failure Tolerant Phase-Only Indoor Positioning via Deep Learning
[IEEE] 2025-12-12 | Movable Antenna Aided ISAC with Non-Orthogonal Multiple Access: Joint Power Allocation, Beamforming and Antenna Position Design
[IEEE] 2025-12-12 | Embedded AI for WiFi Sensing of Surface Hotness
[IEEE] 2025-12-12 | Service Continuity in Mobile Non-Terrestrial Networks under Line-of-Sight Loss
[IEEE] 2025-12-12 | Benchmarking Vector, Graph and Hybrid Retrieval Augmented Generation (RAG) Pipelines for Open Radio Access Networks (ORAN)
[IEEE] 2025-12-12 | Prototype of Coffee Maker Considering User Experience and Skilled Barista Movements
[IEEE] 2025-12-12 | Energy Landscape Analysis for Road Congestion Dynamics
[IEEE] 2025-12-12 | An Enhanced Lightweight Framework with Selective Kernel and Attention for FER using Modified Bottleneck
[IEEE] 2025-12-12 | Learning-Based Selective Use of Appearance Features for Efficient Multi-Object Tracking
[IEEE] 2025-12-12 | Soft Sensor Modeling Based on Exponential-LSTM and Spatiotemporal Feature Fusion
[IEEE] 2025-12-12 | Channel Estimation via Digital Twins with Limited a Priori Knowledge
[IEEE] 2025-12-12 | Data-Oriented Transmission Under Jamming Attack
[IEEE] 2025-12-12 | GCCE 2025 Author Information Page
[IEEE] 2025-12-12 | Modular Neural Wiretap Codes for Fading Channels
[IEEE] 2025-12-12 | The consideration by the plantar pressure for the effect of muscle activity on jumping in sports
[ACM] 2025-12-12 | PROMIS: A Post-Processing Framework for Mitigating Spatial Bias
[ACM] 2025-12-12 | Iti-Validator: A Guardrail Framework for Validating and Correcting LLM-Generated Itineraries
[ACM] 2025-12-12 | GeoFlow: Agentic Workflow Automation for Geospatial Tasks
[ACM] 2025-12-12 | Space-aware Socioeconomic Indicator Inference with Heterogeneous Graphs
[ACM] 2025-12-12 | Transit for All: Mapping Equitable Bike2Subway Connection using Region Representation Learning
