[2025-12-26 09:12:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-25
正在获取论文...
[IEEE] 2025-12-25 | ITIS 2025 Cover Page
[IEEE] 2025-12-25 | Rapid Generalization of Motion Planning for Robot Manipulator Among Locally Changed Environments_supp1-3637078.mp4
[IEEE] 2025-12-25 | Designing an Open-back Enclosure to Mitigate Sound Leakage for Open-ear Headphones
[IEEE] 2025-12-25 | Auto-Tuning of Speed Controller for PMSM using Nonlinear Dynamic Inversion Control
[IEEE] 2025-12-25 | An Implementation of FEM Simulation for Brain Shift Prediction to Enhance the Neurosurgical Planning
[IEEE] 2025-12-25 | Analysis of Electromagnetic Characteristics of High Power Low Speed Permanent Magnet Motors with Different Tangential Rotor Structures
[IEEE] 2025-12-25 | PDWearML: Leveraging Daily Activities for Fast Parkinson's Disease Severity Assessment with Wearable Machine Learning
[IEEE] 2025-12-25 | Lessons Learned from the euROBIN Manipulation Skill Versatility Challenge at IROS 2024_supp1-3648290.mp4
[IEEE] 2025-12-25 | A Multidisciplinary Approach to the Geometrical Design of Axial Active Magnetic Bearings - Part I: Methodology
[IEEE] 2025-12-25 | Challenges and Opportunities for Digital Transformation of Organizational Culture in Bulgarian Companies for Telecommunications Services
[IEEE] 2025-12-25 | Assessing the Capacity and Capability of Law Enforcement in Dealing with Cybercrime: The Case of Nelspruit (Mbombela)
[IEEE] 2025-12-25 | Stinger - An Asymmetric Multiplayer Serious Game for Dengue Awareness
[IEEE] 2025-12-25 | Inpainting Detection via Image Segmentation with a Modified U-Net Architecture
[IEEE] 2025-12-25 | The Evolving Landscape of Artificial Intelligence in Biomedical Imaging
[IEEE] 2025-12-25 | Digital Twin Applications in Industrial Engineering: From Process Optimization to Autonomous Systems
[IEEE] 2025-12-25 | Student and Employer Perspectives on IT Leadership in the Context of AI and IoT
[IEEE] 2025-12-25 | Strategies for ICT integration in secondary education towards socio-professional relevance
[IEEE] 2025-12-25 | JvWiki-Clean: A Language-Specific Cleaning Pipeline for Javanese Wikipedia
[IEEE] 2025-12-25 | Implementation of Least Significant Bit Steganography using the RSA Algorithm in a Telegram Bot
[IEEE] 2025-12-25 | Lip Reading using Inner Lip Contour Feature with Deep Learning
[IEEE] 2025-12-25 | LoRa-Enabled Communication System for Autonomous DJI Tello Drone Operation
[IEEE] 2025-12-25 | Deep Learning Approach for Multi-Class Classification of Textual Data via Bi-LSTM
[IEEE] 2025-12-25 | An Instructional Method for Designing (15,7) BCH Codes Capable of Correcting Two Errors and its use in University Teaching
[IEEE] 2025-12-25 | Building a logical context for making decisions about cardiovascular diseases using lipoprotein information
[IEEE] 2025-12-25 | School Timetable Optimization Model Using Genetic Algorithms Considering Hard and Soft Constraints
[IEEE] 2025-12-25 | Catch Me If You Can: Retain High Stealthiness and Durability of Backdoor Attack in Federated Learning_supp1-3639885.pdf
[IEEE] 2025-12-25 | IEEE Feedback
[IEEE] 2025-12-25 | Copyright Page
[IEEE] 2025-12-25 | Adaptive and Robust DBSCAN With Multi-Agent Reinforcement Learning_supp1-3648017.pdf
[IEEE] 2025-12-25 | Slack Federated Adversarial Training_supp1-3646649.pdf
[IEEE] 2025-12-25 | Measuring the Unmeasurable: Demystifying Silent Data Corruptions in AI Accelerators through Microarchitectural Modeling
[IEEE] 2025-12-25 | A Review of Partial Discharge in High-Frequency and High-Speed WBG-Based Electric Drives
[IEEE] 2025-12-25 | Performance Evaluation of Alternative Programming Techniques in PHP
[IEEE] 2025-12-25 | A Modulated Position-Indexed Differential Chaos Shift Keying System With Enhanced BER and Throughput
[IEEE] 2025-12-25 | Low Earth Orbit Satellite Network Routing
[IEEE] 2025-12-25 | Advancing Prostate Cancer Diagnosis with DCGAN-Generated Synthetic Histopathology Images
[IEEE] 2025-12-25 | Exploring User Plane Function Implementations for Adaptive 6G Networks
[IEEE] 2025-12-25 | A Literature Review on Real-Time Crime Detection Using Deep Learning and Edge Computing
[IEEE] 2025-12-25 | Design of Indicators for the Logistic Control of Products in a Commercial Company Based on Business Intelligence
[IEEE] 2025-12-25 | Business Model and Technical Implementation for the Production of Glued Balsa Blocks in an Ecuadorian Balsa Company
[IEEE] 2025-12-25 | Thermal Dynamics in Agricultural Soils under Different Vegetative Covers in Coastal Ecuador
[IEEE] 2025-12-25 | Web-based entrepreneurship project management platform using RESTful architecture
[IEEE] 2025-12-25 | B_Welfare: Design and Modeling of a Web Platform for Labor Welfare
[IEEE] 2025-12-25 | Immutable Audit of EV Charging Sessions Using Blockchain and IPFS
[IEEE] 2025-12-25 | The Role of Artificial Intelligence in Delivering Electronic Administrative Services
[IEEE] 2025-12-25 | Real-Time FPGA-Based Wideband Signal Generator for Surface Movement Radar Applications
[IEEE] 2025-12-25 | AID-UPF: An AI-Enabled Distributed User Plane Framework for Emotion-Aware 6G Networks
[IEEE] 2025-12-25 | Model based design methodology using Youla parametrization for fractional order controllers implementation
[IEEE] 2025-12-25 | Beef Freshness Detection Tool Design using the Support Vector Machine (SVM) Method
[IEEE] 2025-12-25 | Comparative Study of Human Gait Using 2D Video-Based Motion Analysis
[IEEE] 2025-12-25 | Comparative study of hand-gesture recognition (HGR) models using EMG signals with a focus on intrapersonal variation
[IEEE] 2025-12-25 | Electronic Control Unit Design for BLDC and EPS Motor Control
[IEEE] 2025-12-25 | Delay Effects in Stability Augmentation System of Aircraft Longitudinal Dynamics: A Case Study on Boeing 747
[IEEE] 2025-12-25 | Analysis of EM Side-Channel Leakage on an RO-PUF and Proposed Countermeasures
[IEEE] 2025-12-25 | Towards Secure BPF Kernel Extension with Hardware-enhanced Memory Isolation
[IEEE] 2025-12-25 | Multi-UAV Cooperative Navigation Based on Multi-Source Information Fusion: A Review
[IEEE] 2025-12-25 | Improper Gaussian Signaling for Uplink NOMA Systems With Finite Blocklength Codes Under Imperfect SIC
[IEEE] 2025-12-25 | UAV-Enabled Aerial Monitoring Aided by STAR-RIS: A Stochastic Optimization Framework
[IEEE] 2025-12-25 | Dual-Polarized Antenna with Flexible Pattern Steering Based on Digital Meta-surface for Satellite-Assisted Mobile Communication
[IEEE] 2025-12-25 | Video Face Super-Resolution with High-Precision Identity Preservation
[IEEE] 2025-12-25 | Applicability Analysis of InSAR Tropospheric Delay Correction for Landslide Monitoring Considering Periodicity Characteristics-Case Study on Southwest Mountainous Region
[IEEE] 2025-12-25 | Federated Blockchain-Based Resilient Identity Management for Securing Consumer Vehicular Networks
[IEEE] 2025-12-25 | C4D 2025 Contributor Page
[IEEE] 2025-12-25 | ICON-SONICS 2025 Opinion
[ACM] 2025-12-25 | SpiderSense: Lightweight Last-Level Cache Management via Time Period Tagging for LLC-Critical Workloads
[IEEE] 2025-12-25 | Assessing the Feasibility of Robotic Systems for Measuring Internal Corrosion Using SWOT Analysis
[IEEE] 2025-12-25 | Methods of Industrial Control Applied in a Door Lock Assembling Machine
[IEEE] 2025-12-25 | Towards Trustworthy AI-Assisted Software Development
[IEEE] 2025-12-25 | Evaluation of Mechanical Properties of Asphalt Mixtures Using Walnut Shell Ash and Recycled Asphalt Pavement
[IEEE] 2025-12-25 | Improving Reliability and Latency in FANETs Using Machine Learning
[IEEE] 2025-12-25 | Opportunities for using Combined Energy Production from Livestock Manure and Running Water Energy in Bulgaria
[IEEE] 2025-12-25 | Tomato Leaf Disease Detection: A Comparative Study using Deep Convolutional Networks and Vision Transformer
[IEEE] 2025-12-25 | Study of Total Cost of Ownership of Variable Frequency Drives
[IEEE] 2025-12-25 | The Challenge of Deploying Fixed Broadband Infrastructure in Ecuador: Regulation and Operational Costs
[IEEE] 2025-12-25 | Application of machine learning methods for the prediction level of development in supply chain
[IEEE] 2025-12-25 | Noise level analysis using I-SIMPA Simulation: A case study in the Hotel Operations Laboratory, Universitas Multimedia Nusantara, Indonesia
[IEEE] 2025-12-25 | Pedestrian Wind Environment in Urban Fabrics: Field Measurements, CFD Modeling, and Mitigation Measures
[IEEE] 2025-12-25 | A Review of Deep Metric Learning Methods in Disease Detection on Medical Images
[IEEE] 2025-12-25 | Near Field Focusing to Assist Emerging Networking, Tracking and Sensing Technologies
[IEEE] 2025-12-25 | The Agentic Brand: How Autonomous AI is Reshaping Sentiment, Strategy, and Consumer Engagement
[IEEE] 2025-12-25 | The teaching of physics from cinema: an epistemological proposal with the film Interstellar
[IEEE] 2025-12-25 | A Battery Swapping Scheduling System for Electric Motorcycle Ride-Hailing Drivers using Adaptive Large Neighborhood Search
[IEEE] 2025-12-25 | Comparative Evaluation and Deployment of Machine Learning Models for Predicting Student Academic Performance
[IEEE] 2025-12-25 | Machine Learning-based Measurement Models: A novel methodology for GUM-based uncertainty evaluation
[IEEE] 2025-12-25 | ETCM 2025 Cover Page
[IEEE] 2025-12-25 | C4D 2025 Cover Page
[IEEE] 2025-12-25 | Toward Unified Expertise: Learning a Single Vision Model from Diverse Perception_supp1-3647880.pdf
[IEEE] 2025-12-25 | CIEES 2025 Author Index
[IEEE] 2025-12-25 | Temperature Cycling Life Prediction of Low-Voltage Transportation Electric Machines Winding: From Lifetime Model Proposal to Applications
[IEEE] 2025-12-25 | State-of-the-Art Technologies and Emerging Trends in Radar-Based vital signs Sensing: A Review
[IEEE] 2025-12-25 | Adaptive Robust Fusion of MIMU Array for Dynamic Scenarios
[IEEE] 2025-12-25 | A Five-Level Integrated Common-Ground-Type Inverter With Dynamic Voltage-Gain
[IEEE] 2025-12-25 | Increasing the Digital Capacity of Organizations by Using Digital Wallets in the European Blockchain Services Infrastructure
[IEEE] 2025-12-25 | Centralised Orchestration and Strategic Alignment in AI-Agent-Enabled Supply Chains
[IEEE] 2025-12-25 | Towards Practical Software Discrimination Testing
[IEEE] 2025-12-25 | Multicriteria Approach to Selecting Sites for Pumped-Storage Hydropower Plants
[IEEE] 2025-12-25 | Data Cleaning: Methods, Challenges, and Practices for Improving Data Quality
[IEEE] 2025-12-25 | Bandwidth-Enhanced Ultra Low-Profile Electroplated 3D-Printed Microstrip Patch Antennas
[IEEE] 2025-12-25 | Application of Intelligent Algorithms for Energy Demand Estimation in Urban Electric Mobility
[IEEE] 2025-12-25 | Integration of IoT and Network Technologies for the Design of Escape Rooms
[IEEE] 2025-12-25 | Generative AI for Glucose Level Prediction Using Wearable Devices
[IEEE] 2025-12-25 | Simple Quantum Probability Amplitude Modulation Test on an IBM Quantum Computer
[IEEE] 2025-12-25 | Integration of Artificial Intelligence in the Student Training of Engineering Programmes
[IEEE] 2025-12-25 | Intervention against school bullying through emerging technologies: a literature review
[IEEE] 2025-12-25 | Evaluating Global Navigation Satellite System (GNSS) Performance for Autonomous Vehicle Navigation in Urban Environments
[IEEE] 2025-12-25 | Large Language Models and Multi-Agent Systems for Customer Support Ticket Automation
[IEEE] 2025-12-25 | Development of a Prosthetic Hand Simulator
[IEEE] 2025-12-25 | AI-Driven Diagnostics and Predictive Maintenance in NPI Service Engineering: A Comprehensive Survey of Methods, Applications, and Future Directions
[IEEE] 2025-12-25 | Experimental Validation of a Kinematic Control Strategy for Trajectory Tracking in Quadruped Robots
[IEEE] 2025-12-25 | Topic Analysis of #IndonesiaGelap Discourse Communities using BERTopic
[IEEE] 2025-12-25 | Improving Apple Fruit Disease Classification using InceptionV3 and Adam Optimizer
[IEEE] 2025-12-25 | Public Investment in Higher Education and QS Performance in Ecuador (2023–2026): A Longitudinal Analysis
[IEEE] 2025-12-25 | Phytoremediation of Cadmium-contaminated agricultural soil using Zea mays L, effective microorganisms and silicon
[IEEE] 2025-12-25 | Surface charge-driven selectivity of greensynthesized silver nanoparticles for anionic dye removal: Implications for environmental nanotechnology
[IEEE] 2025-12-25 | Predicting the level of artificial intelligence in engineering students using machine learning techniques
[IEEE] 2025-12-25 | Research on generative AI within university teaching contexts a methodological analysis
[IEEE] 2025-12-25 | Bayesian Approach to RF Fingerprinting Localization Using Directional Antennas
[IEEE] 2025-12-25 | Exploring Digital Diary Journals to Enhance Emotional Growth in Elementary Students
[IEEE] 2025-12-25 | Interface Design for Autism in an Ever-Updating World
[IEEE] 2025-12-25 | From Legacy to Leadership: Intelligent Radio Network Planning Framework for Cell-Free Massive MIMO in B5G/6G Era
[IEEE] 2025-12-25 | Energy Systems in Agriculture: Synergies and Perspectives
[IEEE] 2025-12-25 | Investigating the Impact of AI-Assisted Tools on Software Practitioner Well-Being
[IEEE] 2025-12-25 | ICON-SONICS 2025 Authors Index
[IEEE] 2025-12-25 | Dual-Discriminator Generative Adversarial Network With Long-Tail Feature Capture for Extreme Scenarios in Human–Machine Shared Driving
[IEEE] 2025-12-25 | Uniform Sampling From the Reachable Set Using Optimal Transport
[IEEE] 2025-12-25 | Doubly Efficient Fuzzy Private Set Intersection for High-dimensional Data with Cosine Similarity
[IEEE] 2025-12-25 | Self-Packaged Wideband Filtering Branch-Line Coupler With High Selectivity Based on Rectangular-Coaxial Line
[IEEE] 2025-12-25 | Space–Frequency Cross-Attention Node Feature Optimization Graph Neural Operator for Partial Differential Equations
[IEEE] 2025-12-25 | When Unlearnable Examples Cooperate With Watermarking: A Dual Voice Data Protection Against Unauthorized Exploitation
[IEEE] 2025-12-25 | An Area-Efficient ML-DSA Accelerator With Interleaved and Dynamic Execution
[IEEE] 2025-12-25 | Risk Mitigation Deficit Measure to Control Risks in Supply Chains: An SMEs Perspective
[IEEE] 2025-12-25 | Geometry-Guided Self-Supervised Learning for Category-Level Object Pose Estimation in Robotic Grasping
[IEEE] 2025-12-25 | ETCM 2025 Program Committee
[IEEE] 2025-12-25 | A Novel Lightweight Framework for Secure and Efficient IoT Communication Using Chaotic Cryptography and Adaptive Steganography
[IEEE] 2025-12-25 | Fully Automated, AI-Driven Multimodal Annotation Framework for Human-Centric Radar Applied to Deep Learning-Based People Localization
[IEEE] 2025-12-25 | Convex Hull Pricing via An Explicit Formulation for the Lagrangian Dual of the Network-constrained Unit Commitment
[IEEE] 2025-12-25 | RIS-Assisted NOMA for Decentralized V2V Communication in Beyond 5G
[IEEE] 2025-12-25 | Electrical Treeing Resistance in Epoxy Resins with Varied Molecular Structures Under High-Frequency and High-Temperature Conditions
[IEEE] 2025-12-25 | Beyond Compression: A Novel Perspective to Maximize the Model’s Accuracy Through Pruning
[IEEE] 2025-12-25 | Exploiting Joint Influence of Inter- and Intra-Clause Dependencies Towards Enhanced Emotion Cause Extraction
[IEEE] 2025-12-25 | 2025 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC)
[IEEE] 2025-12-25 | ETCM 2025 TOC
[IEEE] 2025-12-25 | Multi-Technology Wireless Communication for Internet of Things Applications Enhancing Robustness and Redundancy
[IEEE] 2025-12-25 | Evaluating the Impact of Electric Vehicle Integration on University Campus Energy Demand
[IEEE] 2025-12-25 | Understanding User Perceptions of Automated Dark Pattern Detection Online
[IEEE] 2025-12-25 | Sidelink Communication for Unmanned Platforms' (UxU) Swarms in Challenging Scenarios
[IEEE] 2025-12-25 | Lowering the Barriers to Designing and Creating Electronics-Based Tangibles for Learning Programming
