[2025-12-24 09:14:32] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-23
正在获取论文...
[arXiv] 2025-12-23 | Avoiding the Price of Adaptivity: Inference in Linear Contextual Bandits via Stability
[arXiv] 2025-12-23 | Markov Chain Model of Entanglement Setup in Noisy Dynamic LEO Satellite Networks
[arXiv] 2025-12-23 | Assumption-lean covariate adjustment under covariate adaptive randomization when $p = o (n)$
[arXiv] 2025-12-23 | Two-Loop Renormalization-Group Evolution for the Nucleon Distribution Amplitude
[arXiv] 2025-12-23 | Enriching Earth Observation labeled data with Quantum Conditioned Diffusion Models
[arXiv] 2025-12-23 | Perfect quantum state transfer in a dispersion-engineered waveguide
[arXiv] 2025-12-23 | The Indian Pulsar Timing Array Data Release 2: II. Customised Single-Pulsar Noise Analysis and Noise Budget
[arXiv] 2025-12-23 | Population Protocols Revisited: Parity and Beyond
[arXiv] 2025-12-23 | Sample-Efficient Policy Constraint Offline Deep Reinforcement Learning based on Sample Filtering
[arXiv] 2025-12-23 | A Novel Graph-Sequence Learning Model for Inductive Text Classification
[arXiv] 2025-12-23 | Detecting Non-Optimal Decisions of Embodied Agents via Diversity-Guided Metamorphic Testing
[arXiv] 2025-12-23 | Degenerate Euler- Seidel Method for degenerate Bernoulli, Euler, and Genocchi polynomials
[arXiv] 2025-12-23 | Gauge-Invariant Long-Wavelength TDDFT Without Empty States: From Polarizability to Kubo Conductivity Across Heterogeneous Materials
[arXiv] 2025-12-23 | One-level density of zeros of $Γ_1(q)$ $L$-functions
[arXiv] 2025-12-23 | Stable mass transfer in massive binaries leading to merging black holes
[arXiv] 2025-12-23 | Dynamical color conductivity of a chiral quark-gluon plasma
[arXiv] 2025-12-23 | Discovering Lie Groups with Flow Matching
[arXiv] 2025-12-23 | Stress analysis of dilute particle suspensions in non-Newtonian fluids with efficient evaluation in the weakly non-Newtonian limit
[arXiv] 2025-12-23 | $\text{H}^2$em: Learning Hierarchical Hyperbolic Embeddings for Compositional Zero-Shot Learning
[arXiv] 2025-12-23 | CoLaS: Copula-Seeded Sparse Local Graphs with Tunable Assortativity, Persistent Clustering, and a Degree-Tail Dichotomy
[arXiv] 2025-12-23 | SegEarth-R2: Towards Comprehensive Language-guided Segmentation for Remote Sensing Images
[arXiv] 2025-12-23 | LoFT-LLM: Low-Frequency Time-Series Forecasting with Large Language Models
[arXiv] 2025-12-23 | Managing Learning Structures
[arXiv] 2025-12-23 | Observation and branching fraction measurements of $χ_{cJ}\to p \bar p K^0_S K^0_S$
[arXiv] 2025-12-23 | WSD-MIL: Window Scale Decay Multiple Instance Learning for Whole Slide Image Classification
[arXiv] 2025-12-23 | Multifunctional tapered fiber-based micro-waveguide for optical ultrasound microsensors
[arXiv] 2025-12-23 | Securing the Sensing Functionality in ISAC: KLD-Based Ambiguity Function Shaping
[arXiv] 2025-12-23 | Completely independent Steiner trees and corresponding tree connectivity
[arXiv] 2025-12-23 | Rethinking Knowledge Distillation in Collaborative Machine Learning: Memory, Knowledge, and Their Interactions
[arXiv] 2025-12-23 | Spatio-Temporal Graph Neural Networks for Dairy Farm Sustainability Forecasting and Counterfactual Policy Analysis
[arXiv] 2025-12-23 | Lyman Continuum escaping from in-situ formed stars in a tidal bridge at z = 3
[arXiv] 2025-12-23 | Time-domain measurement of Auger electron dynamics in xenon atoms after giant resonant photoionization
[arXiv] 2025-12-23 | Energy-conserving finite difference scheme for compressible magnetohydrodynamic flow at low Mach numbers using nonconservative Lorentz force
[arXiv] 2025-12-23 | The Rogers--Ramanujan continued fraction
[arXiv] 2025-12-23 | Efficient Mod Approximation and Its Applications to CKKS Ciphertexts
[arXiv] 2025-12-23 | Bias Beneath the Tone: Empirical Characterisation of Tone Bias in LLM-Driven UX Systems
[arXiv] 2025-12-23 | Why Indices Count the Total Number of Black Hole Microstates (at large N)
[arXiv] 2025-12-23 | Energy-Efficient Multi-LLM Reasoning for Binary-Free Zero-Day Detection in IoT Firmware
[arXiv] 2025-12-23 | Block-Recurrent Dynamics in Vision Transformers
[arXiv] 2025-12-23 | Methods for Analyzing RNA Pseudoknots via Chord Diagrams and Intersection Graphs
[arXiv] 2025-12-23 | FAR-AVIO: Fast and Robust Schur-Complement Based Acoustic-Visual-Inertial Fusion Odometry with Sensor Calibration
[arXiv] 2025-12-23 | Three-dimensional mesh adaptation in PFEM
[arXiv] 2025-12-23 | Status of the Muon g-2/EDM Experiment at J-PARC
[arXiv] 2025-12-23 | On Finite Temperature Quantum Field Theory: From Theoretical Foundations To Electroweak Phase Transition
[arXiv] 2025-12-23 | Pneumatic bladder links with wide range of motion joints for articulated inflatable robots
[arXiv] 2025-12-23 | TableGPT-R1: Advancing Tabular Reasoning Through Reinforcement Learning
[arXiv] 2025-12-23 | KAN-AFT: An Interpretable Nonlinear Survival Model Integrating Kolmogorov-Arnold Networks with Accelerated Failure Time Analysis
[arXiv] 2025-12-23 | UbiQVision: Quantifying Uncertainty in XAI for Image Recognition
[arXiv] 2025-12-23 | Universal quasi-degenerate orbital origin of two-dome phases in iron pnictide superconductors
[arXiv] 2025-12-23 | The post-hoc detection of dependence
[arXiv] 2025-12-23 | Auditing Reproducibility in Non-Targeted Analysis: 103 LC/GC--HRMS Tools Reveal Temporal Divergence Between Openness and Operability
[arXiv] 2025-12-23 | Graph-Symbolic Policy Enforcement and Control (G-SPEC): A Neuro-Symbolic Framework for Safe Agentic AI in 5G Autonomous Networks
[arXiv] 2025-12-23 | Non-Hermitian Exceptional Topology on a Klein Bottle Photonic Circuit
[arXiv] 2025-12-23 | The Isogeometric Fast Fourier-based Diagonalization method
[arXiv] 2025-12-23 | Drug-like antibodies with low immunogenicity in human panels designed with Latent-X2
[arXiv] 2025-12-23 | On irreducible factors of polynomials over integers
[arXiv] 2025-12-23 | Proton-neutron correlations in baryon-number fluctuations near the liquid-gas transition
[arXiv] 2025-12-23 | Sum-Rate Maximization for Uplink Segmented Waveguide-Enabled Pinching-Antenna Systems
[arXiv] 2025-12-23 | How Mergers and Flybys Shape Azimuthal Age Patterns in Spiral Galaxies
[arXiv] 2025-12-23 | Hierarchical Rectangle Packing Solved by Multi-Level Recursive Logic-based Benders Decomposition
[arXiv] 2025-12-23 | MemR$^3$: Memory Retrieval via Reflective Reasoning for LLM Agents
[arXiv] 2025-12-23 | Achieving Flexible and Secure Authentication with Strong Privacy in Decentralized Networks
[arXiv] 2025-12-23 | Manifold Function Encoder: Identifying Different Functions Defined on Different Manifolds
[arXiv] 2025-12-23 | UrbanV2X: A Multisensory Vehicle-Infrastructure Dataset for Cooperative Navigation in Urban Areas
[arXiv] 2025-12-23 | Predictive-LoRA: A Proactive and Fragmentation-Aware Serverless Inference System for LLMs
[arXiv] 2025-12-23 | Active Brownian particles in power-law viscoelastic media
[arXiv] 2025-12-23 | Localization of the eigenfunctions of a Bloch-Torrey operator on the half-plane
[arXiv] 2025-12-23 | Joint Design of Embedded Index Coding and Beamforming for MIMO-based Distributed Computing via Multi-Agent Reinforcement Learning
[arXiv] 2025-12-23 | New examples of separable cowreaths over Clifford algebras
[arXiv] 2025-12-23 | One generator algebras
[arXiv] 2025-12-23 | FaithLens: Detecting and Explaining Faithfulness Hallucination
[arXiv] 2025-12-23 | Competing or Collaborating? The Role of Hackathon Formats in Shaping Team Dynamics and Project Choices
[arXiv] 2025-12-23 | Offline Safe Policy Optimization From Heterogeneous Feedback
[arXiv] 2025-12-23 | Collaborative Group-Aware Hashing for Fast Recommender Systems
[arXiv] 2025-12-23 | LoLA: Long Horizon Latent Action Learning for General Robot Manipulation
[arXiv] 2025-12-23 | A Bidirectional Gated Recurrent Unit Model for PUE Prediction in Data Centers
[arXiv] 2025-12-23 | AMoE: Agglomerative Mixture-of-Experts Vision Foundation Model
[arXiv] 2025-12-23 | CoDi -- an exemplar-conditioned diffusion model for low-shot counting
[arXiv] 2025-12-23 | On the space of cone geodesics and positive paths of contactomorphisms
[arXiv] 2025-12-23 | Enhancing annotations for 5D apple pose estimation through 3D Gaussian Splatting (3DGS)
[arXiv] 2025-12-23 | A semicircle law for the normalized Laplacian of sparse random graphs
[arXiv] 2025-12-23 | MolAct: An Agentic RL Framework for Molecular Editing and Property Optimization
[arXiv] 2025-12-23 | Optimal control of population transfer in multi-level systems by dynamical quantum geometric tensor
[arXiv] 2025-12-23 | From Interdependent Networks to Two-Interactions Physical Systems
[arXiv] 2025-12-23 | Dreamcrafter: Immersive Editing of 3D Radiance Fields Through Flexible, Generative Inputs and Outputs
[arXiv] 2025-12-23 | Poisson structure on bi-graded spaces and Koszul duality, I. The classical case
[arXiv] 2025-12-23 | SpatialNet with Binaural Loss Function for Correcting Binaural Signal Matching Outputs under Head Rotations
[arXiv] 2025-12-23 | SemanticGen: Video Generation in Semantic Space
[arXiv] 2025-12-23 | LongVideoAgent: Multi-Agent Reasoning with Long Videos
[arXiv] 2025-12-23 | Variational (matrix) product states for combinatorial optimization
[arXiv] 2025-12-23 | Making Large Language Models Efficient Dense Retrievers
[arXiv] 2025-12-23 | Revealing Electron-Ytterbium Interactions through Rydberg Molecular Spectroscopy
[arXiv] 2025-12-23 | Emergent temporal abstractions in autoregressive models enable hierarchical reinforcement learning
[arXiv] 2025-12-23 | MoE-DiffuSeq: Enhancing Long-Document Diffusion Models with Sparse Attention and Mixture of Experts
[arXiv] 2025-12-23 | Doubly-graded exponential growth of colored torus knot homology
[arXiv] 2025-12-23 | Brane Symmetries Revisited: Symmetries of Tensile and Tensionless Branes in Possibly Degenerate Metrics and their Manifestations
[arXiv] 2025-12-23 | A human-centered approach to reframing job satisfaction in the BIM-enabled construction industry
[arXiv] 2025-12-23 | MERGE-RNA: a physics-based model to predict RNA secondary structure ensembles with chemical probing
[arXiv] 2025-12-23 | Programmable Optical Spectrum Shapers as Computing Primitives for Accelerating Convolutional Neural Networks
[arXiv] 2025-12-23 | Composing Mini Oscilloscope on Embedded Systems
[arXiv] 2025-12-23 | Distilling to Hybrid Attention Models via KL-Guided Layer Selection
[arXiv] 2025-12-23 | An ultraslow optical centrifuge with arbitrarily low rotational acceleration
[arXiv] 2025-12-23 | Classification using quantum kernels in a radial basis function network
[arXiv] 2025-12-23 | Learning to Reason in 4D: Dynamic Spatial Understanding for Vision Language Models
[arXiv] 2025-12-23 | A Manifestly Causal Approach to Quantum Field Theory
[arXiv] 2025-12-23 | Order-$v^4$ corrections to heavy quark fragmentation to S-wave heavy quarkonium
[arXiv] 2025-12-23 | ARBITER: AI-Driven Filtering for Role-Based Access Control
[arXiv] 2025-12-23 | On non-freeness of groups generated by two parabolic matrices with rational parameters: limit points and the orbit test
[arXiv] 2025-12-23 | Expected Revenue, Risk, and Grid Impact of Bitcoin Mining: A Decision-Theoretic Perspective
[arXiv] 2025-12-23 | Quantitative approximation of a Keller--Segel PDE by a branching moderately interacting particle system and suppression of blow-up
[arXiv] 2025-12-23 | Stratification of the single blow-up set for Radon measures
[arXiv] 2025-12-23 | Nebula: Enable City-Scale 3D Gaussian Splatting in Virtual Reality via Collaborative Rendering and Accelerated Stereo Rasterization
[arXiv] 2025-12-23 | Supersonic sonic patch solution for the two-dimensional Euler equations with a van der Waals equation of state
[arXiv] 2025-12-23 | Adaptive Accelerated Gradient Method for Smooth Convex Optimization
[arXiv] 2025-12-23 | Quantum vs thermal fluctuations in phase transitions of two-dimensional superconductors
[arXiv] 2025-12-23 | Drift-Corrected Monocular VIO and Perception-Aware Planning for Autonomous Drone Racing
[arXiv] 2025-12-23 | Accelerator-Based Neutrino Beams
[arXiv] 2025-12-23 | Characterization of the BIFROST spectrometer through virtual experiments
[arXiv] 2025-12-23 | A classification of even representations onto 3-adic SL(2)
[arXiv] 2025-12-23 | The Aligned Economic Index & The State Switching Model
[arXiv] 2025-12-23 | Opening a gap in the collective excitation modes of a driven-dissipative condensate in the presence of an external coherent drive
[arXiv] 2025-12-23 | Neural Scaling Laws for Learning-based Identification of Nonlinear Systems
[arXiv] 2025-12-23 | Black hole solutions with a linear equation of state in Hořava gravity and Einstein-Aether theory
[arXiv] 2025-12-23 | Geometry and Arithmetic of Special Loci in the Moduli Spaces of Type II String Theory
[arXiv] 2025-12-23 | Effective dynamics of Janis-Newman-Winicour spacetime
[arXiv] 2025-12-23 | Dual-Encoder Transformer-Based Multimodal Learning for Ischemic Stroke Lesion Segmentation Using Diffusion MRI
[arXiv] 2025-12-23 | Scaling roadmap for modular trapped-ion QEC and lattice-surgery teleportation
[arXiv] 2025-12-23 | Grupos magnéticos finitos y sus representaciones
[arXiv] 2025-12-23 | Skin Lesion Classification Using a Soft Voting Ensemble of Convolutional Neural Networks
[arXiv] 2025-12-23 | Second-species dynamics in the restricted planar circular three body problem: chaos, final motions and periodic orbits
[arXiv] 2025-12-23 | Chain-of-Anomaly Thoughts with Large Vision-Language Models
[arXiv] 2025-12-23 | Hydrodynamic limits of collisions and fluxes in the exclusion process
[arXiv] 2025-12-23 | DETACH : Decomposed Spatio-Temporal Alignment for Exocentric Video and Ambient Sensors with Staged Learning
[arXiv] 2025-12-23 | Microstructured Electrode-Piezopolymer Interface for Ultrasound Transducers with Enhanced Flexibility and Acoustic Performance
[arXiv] 2025-12-23 | Symmaries: Automatic Inference of Formal Security Summaries for Java Programs
[arXiv] 2025-12-23 | Identifying Appropriately-Sized Services with Deep Reinforcement Learning
[arXiv] 2025-12-23 | The impact of selection criteria on the properties of green valley galaxies
[arXiv] 2025-12-23 | Lattice QCD calculation of charmed baryon decay constants at continuum limit and physical mass
[arXiv] 2025-12-23 | Cross-Population White Matter Atlas Creation for Concurrent Mapping of Brain Connections in Neonates and Adults with Diffusion MRI Tractography
[arXiv] 2025-12-23 | The Solirad (So) as a Convenient Unit for Quoting Astronomical Irradiances for Planetary Insolations and Exoplanetary Instellations
[arXiv] 2025-12-23 | On the spectral diameter of the Grassmannians
[arXiv] 2025-12-23 | Harmonic LCM patterns and sunflower-free capacity
[arXiv] 2025-12-23 | On holography with ADE singularities
[arXiv] 2025-12-23 | An Arithmetic Topology viewpoint on Descent theory and Equivariant Categories
[arXiv] 2025-12-23 | Synthesizing Procedural Memory: Challenges and Architectures in Automated Workflow Generation
[arXiv] 2025-12-23 | Before We Inject: Assessing the Impact of Silica-Based Aerosols on Stratospheric Chemistry via a Kinetic Model Informed by Molecular Dynamics
[arXiv] 2025-12-23 | CRAFT: Continuous Reasoning and Agentic Feedback Tuning for Multimodal Text-to-Image Generation
[arXiv] 2025-12-23 | Optimizing the interaction geometry of inverse Compton scattering x-ray sources
[arXiv] 2025-12-23 | Optical cooling of nuclear spins in GaAs/(Al,Ga)As quantum wells at subkelvin temperatures: Evidence of the dynamic self-polarization of nuclear spins
[arXiv] 2025-12-23 | Physics-guided Neural Network-based Shaft Power Prediction for Vessels
