[2026-01-03 09:09:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-02
正在获取论文...
[IEEE] 2026-1-2 | Author Papers Index ENC 2025
[IEEE] 2026-1-2 | Blockchain-Powered Framework for Trustworthy AI: Ensuring End-to-End Data and Model Integrity with Privacy Preservation
[IEEE] 2026-1-2 | CLIP Can Accurately Count Crowds Through Reparameterized Large Kernel Convolution
[IEEE] 2026-1-2 | Modulated Convolutional Neural Network for Radio Link Failure Prediction in 5G
[IEEE] 2026-1-2 | Robust Metric for the Labeling Quality of the Cervical Cytology Similarity Graph
[IEEE] 2026-1-2 | High-Performance IP-over-WDM Networking: Fixed-Wavelength, Programmable 10G SFP, and Passive WDM Implementation
[IEEE] 2026-1-2 | The Impact of Data Noise on Machine Learning Performance for EV Charging Classification
[IEEE] 2026-1-2 | A Uniform Framework for Testing Embedded Audio Systems: Methodology and Experimental Validation
[IEEE] 2026-1-2 | Computer Vision-Based Color Detection and Distance Estimation with an Online Graphical Interface
[IEEE] 2026-1-2 | Applying Multi-Agent LLMS to Threat Analysis and Risk Assessment in Automotive Security
[IEEE] 2026-1-2 | Optimized Vertical Coils for Achieving Uniform Magnetic Fields at Greater Transfer Distances
[IEEE] 2026-1-2 | Reduction of Energy Consumption Through Energy Storage Controlled by Artificial Intelligence in Buildings and Homes
[IEEE] 2026-1-2 | Human-Centered Hybrid CPS for Intelligent Forecasting in Cathodic Protection Systems
[IEEE] 2026-1-2 | Moisture-Induced Space-Charge Dynamics in Low-Density Polyethylene (LDPE) Resolved by PEA
[ACM] 2026-1-2 | Session Summary Podcast: Session 13: Architectures and Networks: Hashing, Indexing, and Nearest Neighbor Search
[ACM] 2026-1-2 | Session Summary Podcast: Session 32: Compression and Data Reduction 1
[ACM] 2026-1-2 | Session Summary Podcast: Session 12: Quantum Computing and Simulation
[ACM] 2026-1-2 | Emotional Coregulation in Close Relationships with AI Agents: A Survey of ChatGPT and Replika Users
[ACM] 2026-1-2 | Designing a Conversational Exercise Coach for Aging Adults: Engagement, Motivation, and Interaction
[ACM] 2026-1-2 | A Research on the Pathways for Preventing Financial Risks in the Social Credit System Based on the Digital Economy
[IEEE] 2026-1-2 | Taming mmWave Connectivity Prediction with DRaGon: AI Propagation Modeling for Cluttered Industrial Environments
[IEEE] 2026-1-2 | Breaker Page
[IEEE] 2026-1-2 | FNWF 2025 Cover Page
[IEEE] 2026-1-2 | Contents
[IEEE] 2026-1-2 | P3-FSLNet: A Compact Spatio-Temporal Model With Contrastive Few-Shot Learning for Subject-Independent P300 Detection in Devanagari Script-Based P300 Speller_supp1-3639248.docx
[IEEE] 2026-1-2 | Charge Transport in a Protein-Ligand complex: A Preliminary Quantum Statistical Model
[IEEE] 2026-1-2 | Reflectance Prediction-based Knowledge Distillation for Robust 3D Object Detection in Compressed Point Clouds
[IEEE] 2026-1-2 | Multi-Material Additively Manufactured Wideband Dual-Polarized Conical Four-Leaf Antenna Array with Bandwidth Enhancement
[IEEE] 2026-1-2 | Quantum-Enhanced Hardware Platforms for 6G Mobile Edge Computing
[IEEE] 2026-1-2 | A Goal-Oriented Semantic Communication for A Reliable Cybernetic Avatar Teleoperation System
[ACM] 2026-1-2 | Session Summary Podcast: Session 7: State of the Practice
[IEEE] 2026-1-2 | Analysis of Use Cases in 6G Mobile Networks
[IEEE] 2026-1-2 | PREDICT: Predictive Resource Reservation and Edge Selection for Reliable Task Offloading in Vehicular Edge Computing
[IEEE] 2026-1-2 | Statistical Framework for Distributed Honeypots: Enhancing Cyber Threat Detection and Forecasting
[IEEE] 2026-1-2 | Design and Comparison of Pcb- and Thin-Film-Based Ka-Band Wilkinson Power Dividers
[IEEE] 2026-1-2 | Comparative Analysis of Traditional and Deep Learning Methods for Global Horizontal Irradiance Forecasting in Diverse U.S. Climates
[IEEE] 2026-1-2 | Implementation of Integral Moving Average Filter Based Control of Grid-Tied Solar PV System
[IEEE] 2026-1-2 | Packet-Loss-Aware Neural Compression for Telepathology Over 5G-Class Networks: A BreakHis Case Study
[IEEE] 2026-1-2 | Emphasizing Cybersecurity in Insurance: Case Study Bosnia and Herzegovina
[IEEE] 2026-1-2 | Potential of Quantum Computing Applications for Smart Grid Digital Twins and Future Directions
[IEEE] 2026-1-2 | Data Centers as Demand Response Resources in Active Distribution Network Planning
[IEEE] 2026-1-2 | A Mamdani Fuzzy Logic Approach for Demand-Based Inventory Purchase Planning
[IEEE] 2026-1-2 | Table of Contents
[ACM] 2026-1-2 | Session Summary Podcast: Session 27: Machine Learning: Inference and Serving
[ACM] 2026-1-2 | A Bibliometric Analysis of Human-Robot Interaction Behaviour Research
[IEEE] 2026-1-2 | 2025 Index IEEE Circuits and Systems Magazine
[IEEE] 2026-1-2 | Sensor-Embedded Tissue-Mimicking Material for Long-Term Transcranial Electrical Stimulation
[IEEE] 2026-1-2 | A Segment-Wise Multiwavelet Framework with Morphological Alignment for Denoising Partial Discharge Signals
[IEEE] 2026-1-2 | Audio Fakes in the Noise: Hybrid Dnn-Based Detection with Se-U-Net, Resnet-18, and Wav2vec2-Xlsr Embeddings
[IEEE] 2026-1-2 | Recommended Steps for Developing Optimized and Secure Smart Contracts
[IEEE] 2026-1-2 | Benchmarking Functions Versus Containers for Compute-Intensive Workloads
[IEEE] 2026-1-2 | Shannon and Fisher Entropies for the 2P and 3D States of the Hydrogen Atom Confined in a Penetrable Spherical Box
[IEEE] 2026-1-2 | Detection of Suicidal Behaviors in Medical Students Using Machine Learning Techniques
[IEEE] 2026-1-2 | Forward and Inverse Kinematics Implementation in a 4-DOF Master–Slave Robotic System with WiFi Communication
[IEEE] 2026-1-2 | Two-Way AF Relaying Over 6G Bands
[IEEE] 2026-1-2 | Early Detection and Classification of Faults in Hybrid Ac/Dc Microgrids using Shannon Entropy
[IEEE] 2026-1-2 | Performance of Collaborative Multi Robots: Communication and Task Allocation
[IEEE] 2026-1-2 | AI-Native transformation for next-generation Telecommunication Networks
[IEEE] 2026-1-2 | Load Balancing and Autoscaling in a 5G Dense Network using Cloud Computing
[IEEE] 2026-1-2 | Smart 5G Network Slicing for Collaborative UAV Swarms via Federated Reinforcement Learning
[IEEE] 2026-1-2 | Dynamic Security Architecture for 5G O-RAN: A Closed Loop Paradigm
[IEEE] 2026-1-2 | A UAV-Assisted Architecture for Fault-Tolerant LoRa-Based V2I Communication
[IEEE] 2026-1-2 | Improving parameterized Reservoir Computing based on Small-World Network
[IEEE] 2026-1-2 | Downlink Beamforming in 5G Massive MU-MIMO Systems Using SRS-Based Channel Estimation
[ACM] 2026-1-2 | Path analysis of digital economy development affecting economic growth
[ACM] 2026-1-2 | The Application of ChatGPT in Economics Teaching: Scenarios, Deficiencies and Strategies
[IEEE] 2026-1-2 | Review for "Seasonal Variability of Sea Ice Bulk Density During the MOSAiC Expedition: Results from Synergistic In-Situ, Airborne, and Satellite Observations"
[IEEE] 2026-1-2 | Design of a Spatial Multi-Mode Energy Selective Antenna Integrating Electromagnetic Protection and Anti-Interference Capabilities
[IEEE] 2026-1-2 | Journal Serie Confernce ENC 2025
[ACM] 2026-1-2 | Session Summary Podcast: Session 10: Performance: Sparse Matrix and Tensor Computation
[IEEE] 2026-1-2 | Autonomous Reaction–Diffusion Circuits with Chemical Functional Elements: Trigger and Penstock
[IEEE] 2026-1-2 | A new look at swelling of soft materials, taking into account deviations from the conventional second-order kinetic model
[IEEE] 2026-1-2 | Fingerprint-Guided Group Contribution Analysis for Interpretable Profiling of Antitubercular Agents
[IEEE] 2026-1-2 | Adaptive Low-Complexity Multiple Access Scheme for Green Downlink Multi-User Multi-Antenna Systems
[IEEE] 2026-1-2 | Reliability-Aware Service Function Chain Placement in NFV-Enabled Space-Air-Ground Integrated Network
[IEEE] 2026-1-2 | Attitude Estimation Hardware Interface for a Peripheral on Super General Purpose SoC
[IEEE] 2026-1-2 | HPS-YOLO: A UAV-Based Small Object Detection Algorithm
[IEEE] 2026-1-2 | SpikeTimeRx - A Divide-Attention Based SNN-Transformer Neural Receiver for Multi-Carrier Communication
[IEEE] 2026-1-2 | Beam Management for 5G FRl LEO based Non-Terrestrial Networks
[IEEE] 2026-1-2 | Reliable Recovery Algorithm for Multi-Face Images Authentication Technology
[IEEE] 2026-1-2 | Observer-Based Attack Detection Scheme to Supervise Line Differential Protection
[IEEE] 2026-1-2 | EEG-Based and Self-Perceived Assessment of Auditory Discrimination and Attentional Responses to Intensity, Pitch and Localization Changes
[IEEE] 2026-1-2 | Proposal for an ISMS for a University Computing Center
[IEEE] 2026-1-2 | Enhanced Deep Reinforcement Learning Algorithms for Microgrids Energy Management
[IEEE] 2026-1-2 | Acoustic Classification of Internal Combustion Engines According to Fuel Type
[IEEE] 2026-1-2 | OCR Model for Text-Based CAPTCHA Recognition
[IEEE] 2026-1-2 | Balancing Accuracy and Adaptability: Hybrid Analytical–Neural Control in Omnidirectional Robots
[IEEE] 2026-1-2 | Use of Emerging Technologies in the Design of a Sailboat
[IEEE] 2026-1-2 | Design and Fabrication of a Forearm Prosthesis for Pronosupination Movements
[ACM] 2026-1-2 | Research on the Impact of Generative Artificial Intelligence on Electronic Engineering
[ACM] 2026-1-2 | The influence of rural financial development on economic growth level
[ACM] 2026-1-2 | Metaverse development and changes under the new economic landscape
[ACM] 2026-1-2 | Research on the Mechanism of Coordinated Development between Digital Transformation of Vocational Education and New Quality Productivity under the United front
[ACM] 2026-1-2 | A Novel EEG Signal-to-Image Method for the Learning-Type Fuzzy Template Matching Method, based on multi-resolution integrated images
[ACM] 2026-1-2 | Integration of Disaster Risk and Shelter Information into a 3D Urban Model for Intuitive Evacuation Planning in Yokohama City
[IEEE] 2026-1-2 | Table of Contents
[IEEE] 2026-1-2 | Mašinsko Učenje U Oblasti Kognitivnog Radija: Dvodecenijska Evolucija I Pravci Daljeg Razvoja
[ACM] 2026-1-2 | Session Summary Podcast: Session 1: Paper Session A - Cybersecurity/Security Education
[IEEE] 2026-1-2 | Toward State Estimation Algorithms in Cooperative Positioning: A Comprehensive Framework Design and Its Realization_supp4-3645051.mp4
[IEEE] 2026-1-2 | State of Charge Estimation in Li-ion Batteries Using a Robust Nonlinear Observer with Low-Cost Sensors
[IEEE] 2026-1-2 | Analysis of the Aerodynamic and Hydrodynamic Stability of FPSO in Deep Waters of the Gulf of Mexico
[IEEE] 2026-1-2 | Dynamic Accuracy Estimation in a Wi-Fi-Based Positioning System
[IEEE] 2026-1-2 | OptičKa MrežA za Daljinsko Upravljanje TračNim Transporterima
[IEEE] 2026-1-2 | Small Signal Stability Assessment of Large-Scale Grid Connected PV Systems
[IEEE] 2026-1-2 | CEDAR: A Communication Protocol for Collaborative Event Detection and Reporting in Duty-Cycled Underwater Acoustic Networks
[IEEE] 2026-1-2 | A Method of Converting Data Between Different Mediums by Forming a Shared Distribution Between Multiple Generative Models
[IEEE] 2026-1-2 | Machine Learning Methods for Error Correction in the OAM-Based Wireless Communications
[IEEE] 2026-1-2 | A Maturity Model for Governing Digitalization Projects: DEWA's Digital PMO Approach
[IEEE] 2026-1-2 | A Generic Algorithm for Universal TDM Communication Over Inter Satellite Links
[IEEE] 2026-1-2 | Spectrum Data Monitoring based on Frequency Occupancies for Dynamic Spectrum Access
[IEEE] 2026-1-2 | A Novel Method for GPTP-Based Time Synchronization of 5G UEs Considering Asymmetric Uplink/Downlink Latency
[IEEE] 2026-1-2 | 6G Network Design with Custom-Tailored IRSs for Sustainable Millimeter-Wave Connectivity Enhancements in Industrial Environments
[IEEE] 2026-1-2 | Optimization of Radio Coverage using mm Wave to provide Data Services: use case 100ft MG Road, Bengaluru
[IEEE] 2026-1-2 | Denial of Service Attacks Targeting Layer 2 in 5G RAN
[IEEE] 2026-1-2 | MLN-BEV: Instance Prediction Algorithm for Temporal Fusion of Dynamic and Static Objects
[IEEE] 2026-1-2 | Research on Gold Stock Price Forecasting Based on PSO-BP Neural Networks : —A Case Study of the Shandong Gold
[IEEE] 2026-1-2 | Smartphone-Based System for Quantifying Tremor and Freezing of Gait in Parkinson’s Disease
[IEEE] 2026-1-2 | Price-Driven, Load-Aware Power Scaling for Green Proximal Spectrum Sharing in Multi-Operator Cellular Networks
[ACM] 2026-1-2 | Application of AI with Fintech in financial services sector
[ACM] 2026-1-2 | Effects of Avatar Appearance and Text Design on Traits of Character and Self-Expression in the Metaverse
[IEEE] 2026-1-2 | Review for "Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2"
[ACM] 2026-1-2 | Session Summary Podcast: Session 21: Machine Learning: Training at Scale 1
[IEEE] 2026-1-2 | Robust Infrared UAV Detection Method Based on Spatiotemporal Transformer in Thermal Crossover Dynamic Scenarios
[IEEE] 2026-1-2 | MsgFilter: Proactive Anti-Harassment Sender-Anonymous Messaging System
[IEEE] 2026-1-2 | Performance Assessment of Homochiral Carbon Nanotube van der Waals Crystal Transistors
[IEEE] 2026-1-2 | Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2
[IEEE] 2026-1-2 | High Space-bandwidth Product Label-free Examination of iPSC-derived Brain Organoids via Fourier Ptychographic Microscopy
[IEEE] 2026-1-2 | AI-assisted Mobility Management in Urban Environments using O-RAN
[IEEE] 2026-1-2 | Integrated Aerial Access and Backhaul with THz-Noma for 6G Networks
[IEEE] 2026-1-2 | Comparative Analysis of 5G Testbeds in Disaggregated Open RAN Architectures
[IEEE] 2026-1-2 | DeepStack: A Deep-learning Integrated Cognitive Protocol Stack for Efficient Networking
[IEEE] 2026-1-2 | Exploring the Integration of Virtual Reality in Multivariable Calculus: A Study on Technology Acceptance and Student Engagement
[IEEE] 2026-1-2 | A Simplified Algorithm for Evaluation of the Pollution Levels from the Measurements at a Spot Affected by Multiple Contamination Sources
[IEEE] 2026-1-2 | Energy Trading Potential Index for a Peer-to-Peer Smart Grid Community
[IEEE] 2026-1-2 | Organisational and Technical Challenges for Conflict-free use of Civil Airport Airspace by Drones
[IEEE] 2026-1-2 | Cost-Efficient and Grid-Friendly Energy Management of Electric Vehicle Fleets via Deep Q-Learning Optimization
[IEEE] 2026-1-2 | Combined Synchronverter-VSM Based HVDC Transmission Design with Power-Hardware-In-the-Loop (PHIL) Implementation
[IEEE] 2026-1-2 | Hyperparameter Tuning with Modified Metaheuristics for Intrusion Detection in IoT Networks
[IEEE] 2026-1-2 | Area-Optimized RISC-V Matrix Extension Implementation for Edge Devices
[IEEE] 2026-1-2 | Electrophysiological and Morphological Signatures of Active Versus Passive Movements in the Elbow Joint
[IEEE] 2026-1-2 | Impact of Vessel Elasticity and Micropolar Fluid Behavior on Hemodynamic Performance in Microvessels Blood Flow
[IEEE] 2026-1-2 | Design and Evaluation of a Skill-Independent Shooting Game for Flow Measurement Using Self-Report and HRV
[IEEE] 2026-1-2 | Boundary-Spanning Search and Green Technological Innovation: The Roles of Dynamic Capabilities and Environmental Dynamism
[IEEE] 2026-1-2 | Introducing Feature Selection Fusion into Person Verification Based on Finger-writing of a Simple Symbol
[IEEE] 2026-1-2 | Terrestrial FSO Optics System Design: A Way to Reduce Optical Power Spill at the Receivers
[IEEE] 2026-1-2 | Hybrid Block Sparsity-Integrated PMRDN for Channel Estimation in XL-MIMO OFDM Systems
[IEEE] 2026-1-2 | Assessment of 21-Year Field-Exposed PV Module Performance and Degradation in the Composite Climatic Zones of India
[IEEE] 2026-1-2 | Dynamic Programming for Peak Shaving with the Solar Based Ev Charging Station
[IEEE] 2026-1-2 | Optimizing Rvpp Bidding Strategies in Energy and Reserve Markets Under Different Regulations
[IEEE] 2026-1-2 | Detecting Changes in the Photoplethysmographic Response of the Prefrontal Cortex by an Fnirs Device
[IEEE] 2026-1-2 | Rényi Entropy Based Cognitive Load Evaluation via Photoplethysmography
[IEEE] 2026-1-2 | Optimizing Speech Emotion Recognition with Attention-Driven Deep CRNN
[IEEE] 2026-1-2 | Modeling of Central-Loop TDEM Systems Using Explicit and Implicit FDTD Methods
[IEEE] 2026-1-2 | Reconstruction of Missing Samples in Signal Defined on a Directed Graph
